line_item_id,service_provider_name,postal_cd,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
540022,CenturyLink Qwest Corporation,AZ,5000.0,10971,Fiber,59320.56,2742476-1
540023,CenturyLink Qwest Corporation,AZ,200.0,10971,Fiber,9959.030769230769,2742476-2
540024,"CenturyLink Qwest Communications Company, LLC",AZ,2000.0,10971,Fiber,150420.0,2742911-1
540044,GovNET Inc.,AZ,10.0,,Fixed Wireless,3600.0,2743099-1
540045,FRONTIER COMMUNICATIONS OF AMERICA,AZ,100.0,2157,Fiber,58284.0,2743580-1
540047,FRONTIER COMMUNICATIONS OF AMERICA,AZ,20.0,2157,Fiber,35381.4,2753779-1
540053,"Cox Arizona Telcom, LLC",AZ,150.0,3005,Other / Uncategorized,7248.0,2846822-1
540054,"Comcast Cable Communications, LLC",AZ,50.0,3005,Other / Uncategorized,2863.68,2846827-1
540055,Orbitel Communications LLC,AZ,5.0,3005,Other / Uncategorized,5340.0,2846834-1
540057,"Cox Arizona Telcom, LLC",AZ,20.0,3005,Other / Uncategorized,5340.0,2852147-1
540058,CenturyLink Qwest Corporation,AZ,30.0,3005,Other / Uncategorized,16548.0,2852172-1
540133,"NTUA Wireless, LLC",AZ,300.0,1941,Fiber,306000.0,2812063-1
540152,"Cox Arizona Telcom, LLC",AZ,5.0,17786,Cable / DSL,3132.0,2744094-1
540154,"Cox Arizona Telcom, LLC",AZ,500.0,17786,Fiber,10872.96,2799476-1
540156,"Cox Arizona Telcom, LLC",AZ,4000.0,17786,Fiber,34231.68,2799476-3
540157,"Cox Arizona Telcom, LLC",AZ,1000.0,17786,Fiber,45444.0,2799501-1
540218,CenturyLink Qwest Corporation,AZ,1000.0,5925,Fiber,48621.24,2744213-1
540219,CenturyLink Qwest Corporation,AZ,200.0,5925,Fiber,15014.794285714286,2744213-2
540221,"CenturyLink Qwest Communications Company, LLC",AZ,1000.0,5925,Fiber,82020.0,2744223-1
540273,CenturyLink Qwest Corporation,AZ,800.0,3249,Fiber,29365.8,2744328-1
540274,CenturyLink Qwest Corporation,AZ,200.0,3249,Fiber,10969.76,2744328-2
540277,CenturyLink Qwest Corporation,AZ,200.0,3249,Fiber,10027.2,2835321-1
540393,"Gila River Telecommunications, Inc.",AZ,100.0,603,Other / Uncategorized,69573.52,2769386-1
540411,"Cox Arizona Telcom, LLC",AZ,100.0,373,Other / Uncategorized,5556.0,2748500-1
540420,"Cox Arizona Telcom, LLC",AZ,20.0,75,Other / Uncategorized,22920.0,2766576-1
540611,"Cox Arizona Telcom, LLC",AZ,500.0,15022,Fiber,27119.52,2758942-1
540612,"Cox Arizona Telcom, LLC",AZ,100.0,15022,Fiber,10400.44,2758942-2
540613,"Cox Arizona Telcom, LLC",AZ,1000.0,15022,Fiber,47818.8,2758942-3
540617,"Cox Arizona Telcom, LLC",AZ,1000.0,15022,Fiber,46608.0,2804063-1
540618,"Cogent Communications, Inc.",AZ,500.0,15022,Fiber,30120.0,2833963-1
540944,"Cox Arizona Telcom, LLC",AZ,1000.0,3615,Fiber,42494.52,2786684-1
540945,"Cox Arizona Telcom, LLC",AZ,200.0,3615,Fiber,12701.16,2786684-2
540946,"Cox Arizona Telcom, LLC",AZ,100.0,3615,Fiber,9331.1,2786684-3
541037,"Smith Bagley, Inc.",AZ,50.0,193,Fixed Wireless,93000.0,2752920-1
541069,"Cox Arizona Telcom, LLC",AZ,1000.0,17470,Fiber,33492.0,2761885-1
541070,"Cox Arizona Telcom, LLC",AZ,2000.0,17470,Fiber,54552.0,2761885-2
541071,"Cox Arizona Telcom, LLC",AZ,10000.0,17470,Fiber,151812.0,2761885-3
541112,CenturyLink Qwest Corporation,AZ,200.0,40163,Fiber,14838.384,2866304-1
541113,CenturyLink Qwest Corporation,AZ,10000.0,40163,Fiber,83520.0,2866304-2
541114,CenturyLink Qwest Corporation,AZ,1000.0,40163,Fiber,66240.0,2866304-3
541115,CenturyLink Qwest Corporation,AZ,100.0,40163,Fiber,12600.0,2866304-4
541116,CenturyLink Qwest Corporation,AZ,50.0,40163,Fiber,9417.6,2866304-5
541117,CenturyLink Qwest Corporation,AZ,5.0,40163,Fiber,504.0,2866304-6
541126,"Cox Arizona Telcom, LLC",AZ,1000.0,64161,Fiber,17614.00656716418,2760871-1
541127,"Cox Arizona Telcom, LLC",AZ,2000.0,64161,Fiber,23792.64,2760871-2
541128,"Cox Arizona Telcom, LLC",AZ,10000.0,64161,Fiber,69300.3,2760871-3
541130,"Cox Arizona Telcom, LLC",AZ,5000.0,64161,Fiber,191366.04,2760893-1
541143,"CenturyLink Qwest Communications Company, LLC",AZ,800.0,7101,Fiber,72537.36,2832816-1
541145,CenturyLink Qwest Corporation,AZ,6000.0,7101,Fiber,74880.0,2832885-1
541146,CenturyLink Qwest Corporation,AZ,600.0,7101,Fiber,31260.276923076923,2832885-2
541225,NAVAJO COMM CO,AZ,0.512,3586,Cable / DSL,2174.88,2844055-1
541255,"San Carlos Apache Telecommunication Utility, Inc.",AZ,1000.0,1433,Fiber,42340.44,2766112-1
541260,"San Carlos Apache Telecommunication Utility, Inc.",AZ,100.0,1433,Cable / DSL,3659.4,2855273-1
541261,"San Carlos Apache Telecommunication Utility, Inc.",AZ,10.0,1433,Cable / DSL,2279.4,2855273-2
541263,"Cox Arizona Telcom, LLC",AZ,2000.0,1771,Fiber,142260.0,2762319-1
541265,"Cox Arizona Telcom, LLC",AZ,2000.0,1771,Fiber,57436.68,2762360-1
541266,"Cox Arizona Telcom, LLC",AZ,1000.0,1771,Fiber,44299.02,2762360-2
541396,"CenturyLink Qwest Communications Company, LLC",AZ,20.0,199,Other / Uncategorized,19668.0,2762369-1
541403,"Cox Arizona Telcom, LLC",AZ,1000.0,11440,Fiber,49812.0,2803152-1
541404,"Cox Arizona Telcom, LLC",AZ,1000.0,11440,Fiber,25213.44,2803157-1
541405,"Cox Arizona Telcom, LLC",AZ,50.0,11440,Other / Uncategorized,7539.84,2803157-2
541444,"Cox Arizona Telcom, LLC",AZ,100.0,302,Other / Uncategorized,19560.0,2764589-1
541452,"Cox Arizona Telcom, LLC",AZ,200.0,5309,Fiber,21336.0,2803127-1
541478,NAVAJO COMM CO,AZ,200.0,1438,Fiber,65964.0,2764973-1
541839,"Cox Arizona Telcom, LLC",AZ,100.0,302,Other / Uncategorized,19560.0,2766301-1
542028,"Cox Arizona Telcom, LLC",AZ,20.0,755,Cable / DSL,3708.0,2829023-1
542180,"CenturyLink Qwest Communications Company, LLC",AZ,200.0,,Fiber,31034.76,2771903-1
542278,"Mercury Voice and Data, LLC",AZ,100.0,1419,Other / Uncategorized,43683.0,2772974-1
542280,"Mercury Voice and Data, LLC",AZ,100.0,1419,Fiber,19683.0,2773006-1
542292,"Mercury Voice and Data, LLC",AZ,1000.0,6943,Fiber,8274.0,2773763-1
542293,CITIZENS UTILITIES RURAL TEL CO,AZ,1000.0,6943,Fiber,78012.0,2773769-1
542294,CITIZENS UTILITIES RURAL TEL CO,AZ,200.0,6943,Fiber,32533.8,2773775-1
542335,"Cox Arizona Telcom, LLC",AZ,300.0,3046,Fiber,44476.16,2782103-1
542336,"Cox Arizona Telcom, LLC",AZ,400.0,3046,Fiber,46656.0,2783044-2
542480,CITIZENS UTILITIES CO,AZ,40.0,469,Other / Uncategorized,29130.84,2776469-1
542481,CITIZENS UTILITIES CO,AZ,30.0,469,Other / Uncategorized,21804.84,2776595-1
542482,CITIZENS UTILITIES CO,AZ,20.0,469,Other / Uncategorized,18381.6,2776595-2
542944,"Cebridge Telecom TX, LP",AZ,20.0,404,Fiber,12000.0,2787703-1
543031,"Cox Arizona Telcom, LLC",AZ,300.0,1038,Fiber,7500.0,2826911-1
543091,CITIZENS UTILITIES CO,AZ,500.0,,Fiber,91807.56,2816830-1
543092,GovNET Inc.,AZ,500.0,,Fiber,120000.0,2816862-1
543118,"CenturyLink Qwest Communications Company, LLC",AZ,200.0,490,Fiber,35160.0,2818282-1
543189,"Wecom, Inc.",AZ,40.0,0,Other / Uncategorized,85500.0,2802786-1
543266,"Wecom, Inc.",AZ,25.0,19,Fiber,105600.0,2806604-1
543532,"Cox Arizona Telcom, LLC",AZ,50.0,702,Other / Uncategorized,6732.0,2815132-1
543535,"Cox Arizona Telcom, LLC",AZ,100.0,702,Other / Uncategorized,8208.0,2817466-1
543562,"Cox Arizona Telcom, LLC",AZ,50.0,294,Other / Uncategorized,2328.0,2818180-1
543563,"Cox Arizona Telcom, LLC",AZ,50.0,294,Other / Uncategorized,6732.0,2818207-1
543575,"Cox Arizona Telcom, LLC",AZ,50.0,546,Other / Uncategorized,6732.0,2818413-1
543595,"Cox Arizona Telcom, LLC",AZ,50.0,546,Other / Uncategorized,6732.0,2819217-1
543600,"Table Top Telephone Company, Inc.",AZ,50.0,442,Other / Uncategorized,1039.38,2827260-1
543602,"Cox Arizona Telcom, LLC",AZ,100.0,5556,Fiber,7500.0,2826942-1
543603,"Cox Arizona Telcom, LLC",AZ,200.0,5556,Fiber,8400.0,2826942-2
543891,"Mercury Voice and Data, LLC",AZ,1000.0,3228,Fiber,70000.0,2830096-1
543902,"Strategic Technology Communications, Inc.",AZ,1000.0,3228,Fiber,23498.52,2830099-1
543906,"Smith Bagley, Inc.",AZ,400.0,2213,Fiber,569784.0,2831716-1
543942,"CenturyLink Qwest Communications Company, LLC",AZ,100.0,111,Other / Uncategorized,16680.0,2848826-1
544293,"Simply Bits, L.L.C.",AZ,11.0,679,Fixed Wireless,11714.28,2848752-1
544343,"CenturyLink Qwest Communications Company, LLC",AZ,100.0,62,Other / Uncategorized,16680.0,2855799-1
545173,"Cable One, Inc.",AZ,50.0,137,Other / Uncategorized,9600.0,2865754-1
546338,SureWest Telephone,CA,10000.0,4791,Fiber,25845.84,2720776-1
546339,SureWest Telephone,CA,1000.0,4791,Fiber,9113.9,2720776-2
546366,"Time Warner Cable Information Services (California), LLC",CA,10000.0,32085,Fiber,45696.0,2789755-1
546373,SureWest Telephone,CA,1000.0,6888,Fiber,11427.84,2721372-1
546378,SureWest Internet,CA,1000.0,6888,Fiber,14400.0,2721388-1
546501,Comcast Business Communications,CA,10000.0,3737,Other / Uncategorized,59940.0,2721911-1
546579,Verizon California Inc.,CA,1000.0,5929,Fiber,30613.17818181818,2800246-1
546580,Verizon California Inc.,CA,10000.0,5929,Fiber,29694.0,2800246-2
546700,"Time Warner Cable Information Services (California), LLC",CA,1000.0,9667,Fiber,17562.88,2727968-1
546736,Pacific Bell Telephone Company,CA,100.0,763,Fiber,7594.36,2719258-1
546937,Verizon California Inc.,CA,5000.0,4524,Fiber,66000.0,2773837-1
547087,"Time Warner Cable Information Services (California), LLC",CA,1000.0,8332,Fiber,44689.32,2794209-1
547113,"Sunesys, LLC",CA,1000.0,19577,Fiber,9861.604137931034,2757029-1
547118,"Comcast Phone, LLC",CA,1000.0,13375,Fiber,17356.56,2768406-1
547120,"Sunesys, LLC",CA,1000.0,13375,Fiber,8625.0,2768423-1
547195,"Time Warner Cable Information Services (California), LLC",CA,1000.0,18720,Fiber,42520.368,2760298-2
547653,"Sunesys, LLC",CA,1000.0,2530,Other / Uncategorized,32625.0,2740598-1
547654,"Sunesys, LLC",CA,1000.0,2530,Fiber,12331.68,2740601-1
547708,VCedNet,CA,1000.0,6984,Fiber,85500.0,2785362-1
547735,"Sunesys, LLC",CA,10.0,3749,Fiber,34642.95,2738888-1
547795,SureWest Internet,CA,500.0,9943,Other / Uncategorized,8160.0,2723293-1
547796,SureWest Internet,CA,3.0,9943,Other / Uncategorized,719.4,2723293-2
547797,SureWest Telephone,CA,1000.0,9943,Other / Uncategorized,8400.0,2723299-1
547798,SureWest Telephone,CA,500.0,9943,Fiber,7800.0,2723299-2
547799,Pacific Bell Telephone Company,CA,1000.0,9943,Fiber,23075.28,2723303-1
547800,SureWest Telephone,CA,500.0,9943,Other / Uncategorized,7800.0,2723306-1
547801,CITIZENS TELECOMM CO OF CA,CA,100.0,200,Other / Uncategorized,19866.0,2728314-1
547860,VCedNet,CA,500.0,3812,Fiber,49700.0,2755677-1
547861,"Time Warner Cable Information Services (California), LLC",CA,100.0,3812,Other / Uncategorized,22162.8,2755687-1
547865,Tehama County Department of Education,CA,100.0,980,Other / Uncategorized,59500.0,2750650-1
547866,Pacific Bell Telephone Company,CA,100.0,980,Fiber,10248.12,2750662-1
547869,Pacific Bell Telephone Company,CA,100.0,980,Fiber,6003.0,2750688-1
547878,"Sunesys, LLC",CA,1000.0,6344,Fiber,6109.384615384615,2737360-1
547892,SureWest Internet,CA,1000.0,10206,Other / Uncategorized,12060.0,2723340-1
547894,SureWest Telephone,CA,1000.0,10206,Other / Uncategorized,13735.68,2723342-1
547899,LA County Office of Education (LACOE),CA,1000.0,8967,Fiber,37500.0,2795703-1
547942,Pacific Bell Telephone Company,CA,10000.0,14608,Fiber,24330.24,2776515-1
547971,Pacific Bell Telephone Company,CA,1000.0,47616,Fiber,13396.56,2723358-1
548020,LA County Office of Education (LACOE),CA,1000.0,11417,Fiber,41100.0,2797230-1
548189,Verizon California Inc.,CA,1000.0,14713,Fiber,25139.045714285716,2735126-1
548190,Verizon California Inc.,CA,10000.0,14713,Fiber,96600.0,2735126-2
548305,Pacific Bell Telephone Company,CA,1.5,6325,Copper,839.88,2722762-1
548644,Pacific Bell Telephone Company,CA,1000.0,7618,Fiber,17144.4,2781719-2
548983,FRONTIER COMMUNICATIONS OF AMERICA,CA,10000.0,5888,Fiber,105608.64,2794253-1
548984,FRONTIER COMMUNICATIONS OF AMERICA,CA,1000.0,5888,Fiber,26124.0,2794253-2
548985,"Comcast Phone, LLC",CA,1000.0,5888,Fiber,67821.6,2804030-1
548986,FRONTIER COMMUNICATIONS OF AMERICA,CA,250.0,5888,Fiber,76178.88,2804044-1
548987,"Comcast Phone, LLC",CA,1000.0,5888,Fiber,15984.0,2804059-1
549004,"Conterra Wireless Broadband, LLC",CA,10000.0,8704,Fiber,20269.89,2753025-1
549096,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,13956,Fiber,13221.72,2777074-2
549241,"Comcast Phone, LLC",CA,10000.0,4670,Fiber,49298.4,2792447-1
549242,"Comcast Phone, LLC",CA,5000.0,4670,Fiber,24649.2,2792447-2
549243,"Comcast Phone, LLC",CA,4000.0,4670,Fiber,19719.36,2792447-3
549244,"Comcast Phone, LLC",CA,3000.0,4670,Fiber,14789.52,2792447-4
549245,"Comcast Phone, LLC",CA,1000.0,4670,Fiber,4926.72,2792447-5
550062,"Time Warner Cable Information Services (California), LLC",CA,1000.0,5553,Other / Uncategorized,93888.0,2730844-1
550134,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,5849,Fiber,16517.245714285713,2730484-1
550378,"Time Warner Cable Information Services (California), LLC",CA,5000.0,26373,Other / Uncategorized,241980.0,2732594-1
550379,"Time Warner Cable Information Services (California), LLC",CA,1000.0,26373,Fiber,21568.92,2733010-1
550380,LA County Office of Education (LACOE),CA,10000.0,6325,Fiber,102500.0,2767869-1
550713,Shasta County Office Of Education,CA,1000.0,2032,Fiber,5544.0,2785209-1
550774,CITIZENS TELECOMM CO OF CA,CA,100.0,299,Other / Uncategorized,10608.0,2765075-1
550823,AT&T Corp.,CA,200.0,1682,Fiber,32180.64,2751064-1
550824,Pacific Bell Telephone Company,CA,100.0,1682,Fiber,15202.95,2800339-1
550828,Tehama County Department of Education,CA,100.0,583,Other / Uncategorized,35800.0,2756953-1
550829,Pacific Bell Telephone Company,CA,100.0,583,Fiber,19200.0,2756961-1
550830,Pacific Bell Telephone Company,CA,10.0,583,Other / Uncategorized,21790.74,2756961-2
550850,Tehama County Department of Education,CA,100.0,1667,Fiber,17900.0,2776022-1
550857,Fresno County Superintendent of Schools,CA,1000.0,6453,Other / Uncategorized,28620.0,2787958-1
550892,"Charter Advanced Services (CA), LLC",CA,100.0,746,Other / Uncategorized,17221.5,2773234-1
550910,"Comcast Phone, LLC",CA,90000.0,105,Fiber,26100.0,2720799-1
551029,Monterey County Office of Education,CA,1000.0,2577,Fiber,16500.0,2750569-1
551030,Pacific Bell Telephone Company,CA,1000.0,2577,Fiber,17600.01,2750578-1
551056,"Comcast Phone, LLC",CA,1000.0,2894,Fiber,191416.44,2757583-1
551079,"Charter Fiberlink CA-CCO, LLC",CA,20.0,1109,Fiber,7689.6,2748723-1
551083,"Comcast Phone, LLC",CA,100.0,710,Fiber,21813.42,2757750-1
551089,"Comcast Phone, LLC",CA,1000.0,9504,Fiber,13932.0,2782010-1
551113,Pacific Bell Telephone Company,CA,1000.0,2867,Fiber,18199.215,2794840-1
551176,Pacific Bell Telephone Company,CA,1000.0,10560,Fiber,12051.0,2765338-4
551207,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,2794,Fiber,12175.416,2759538-1
551282,CITIZENS TELECOMM CO OF CA,CA,100.0,357,Fiber,18234.12,2756185-1
551312,Lassen County Office of Education,CA,100.0,981,Fiber,16300.0,2774445-1
551326,"TW Telecom Holdings, Inc.",CA,20.0,471,Other / Uncategorized,17578.68,2768057-1
551389,Pacific Bell Telephone Company,CA,1000.0,35196,Fiber,45470.58,2722820-1
551390,Pacific Bell Telephone Company,CA,20.0,35196,Other / Uncategorized,12840.6,2722820-2
551391,Pacific Bell Telephone Company,CA,50.0,35196,Other / Uncategorized,13507.795384615385,2722820-3
551392,Pacific Bell Telephone Company,CA,100.0,35196,Fiber,14441.96,2722820-4
551393,Pacific Bell Telephone Company,CA,1000.0,35196,Fiber,30256.2,2722820-5
551394,Pacific Bell Telephone Company,CA,1000.0,35196,Fiber,31521.6,2722820-6
551395,Pacific Bell Telephone Company,CA,1000.0,35196,Fiber,28264.65,2722820-7
551396,Pacific Bell Telephone Company,CA,1000.0,35196,Fiber,22371.675,2722820-8
551397,"Cox California Telcom, LLC",CA,1000.0,35196,Fiber,11628.0,2774384-1
551814,Pacific Bell Telephone Company,CA,100.0,659,Fiber,13373.4,2777104-1
551815,Pacific Bell Telephone Company,CA,100.0,659,Fiber,12000.0,2777104-2
551816,Stanislaus County Office of Education,CA,100.0,659,Other / Uncategorized,10000.0,2777124-1
551841,Trinity County Office of Education,CA,10.0,165,Other / Uncategorized,3662.0,2795406-1
551849,Pacific Bell Telephone Company,CA,1.5,987,Cable / DSL,600.0,2790656-1
551850,Pacific Bell Telephone Company,CA,1000.0,987,Fiber,17658.0,2790664-1
551851,Pacific Bell Telephone Company,CA,1000.0,987,Fiber,17658.0,2790664-2
551860,Pacific Bell Telephone Company,CA,50.0,381,Other / Uncategorized,10350.0,2790581-1
551868,LA County Office of Education (LACOE),CA,100.0,281,Other / Uncategorized,20800.0,2821561-1
551878,Trinity County Office of Education,CA,10.0,80,Other / Uncategorized,3662.0,2798513-1
551900,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,308,Fiber,52503.96,2762770-1
551904,Trinity County Office of Education,CA,10.0,54,Other / Uncategorized,3662.0,2822237-1
551908,California Broadband Cooperative Inc,CA,1000.0,385,Fiber,24000.0,2811665-1
551915,CITIZENS TELECOMM CO OF CA,CA,100.0,257,Other / Uncategorized,8735.04,2823483-1
551935,Antilles Wireless,CA,200.0,513,Fiber,12268.8,2737324-1
551937,Pacific Bell Telephone Company,CA,45.0,513,Copper,72099.56,2737346-1
551995,CITIZENS TELECOMM CO OF CA,CA,2.0,367,Other / Uncategorized,1535.16,2779899-1
551996,CITIZENS TELECOMM CO OF CA,CA,100.0,367,Other / Uncategorized,15675.84,2779911-1
552005,Trinity County Office of Education,CA,10.0,12,Other / Uncategorized,3662.0,2829204-1
552190,Comcast Business Communications,CA,1000.0,2630,Fiber,16784.76,2728613-1
552191,Comcast Business Communications,CA,1000.0,2630,Fiber,16784.76,2728613-2
552192,Comcast Business Communications,CA,3000.0,2630,Fiber,53388.84,2728613-3
552193,Comcast Business Communications,CA,2000.0,2630,Fiber,22120.56,2728613-4
554886,"Comcast Phone, LLC",CA,1000.0,7373,Fiber,16941.12,2847460-1
554888,Pacific Bell Telephone Company,CA,1000.0,7373,Fiber,29374.98,2847572-1
554892,"Zayo Group, LLC",CA,1000.0,7373,Fiber,16800.0,2847717-1
554893,"Zayo Group, LLC",CA,1000.0,7373,Fiber,21600.0,2847717-2
554951,"Time Warner Cable Information Services (California), LLC",CA,1000.0,,Fiber,52128.0,2758530-1
554952,"Time Warner Cable Information Services (California), LLC",CA,10000.0,,Fiber,61364.34,2758530-2
554953,"Time Warner Cable Information Services (California), LLC",CA,10000.0,,Fiber,74057.78,2758536-1
555049,Pacific Bell Telephone Company,CA,50.0,5972,Fiber,4644.0,2818260-1
555050,Pacific Bell Telephone Company,CA,500.0,5972,Fiber,8519.16,2818260-2
555051,Pacific Bell Telephone Company,CA,1000.0,5972,Fiber,11519.16,2818260-3
555124,AT&T Corp.,CA,10000.0,655455,Fiber,252636.96,2735906-1
555259,Pacific Bell Telephone Company,CA,1000.0,3037,Fiber,18457.05,2793950-1
555400,"Rural Broadband Now, LLC",CA,45.0,421,Other / Uncategorized,147789.12,2734474-1
556036,Pacific Bell Telephone Company,CA,1.5,655455,Copper,1777.3134567901234,2804355-1
556038,Pacific Bell Telephone Company,CA,1.5,655455,Other / Uncategorized,3531.36,2804470-1
556128,"Sunesys, LLC",CA,1000.0,3233,Fiber,22000.0,2738174-1
556563,Pacific Bell Telephone Company,CA,1000.0,849,Fiber,26821.44,2755152-1
556602,"Comcast Phone, LLC",CA,200.0,513,Fiber,29832.0,2748562-1
556967,Plumas Sierra Telecommunications,CA,0.0,381,Fiber,21012.0,2796900-1
556969,Plumas Sierra Telecommunications,CA,0.0,381,Fiber,1347.24,2796909-1
557075,Verizon California Inc.,CA,1.5,655455,Copper,2202.36,2796469-3
557076,Verizon California Inc.,CA,1.5,655455,Copper,6552.84,2796469-4
557232,Pacific Bell Telephone Company,CA,1000.0,4708,Fiber,12108.0,2845137-1
558912,"Cox California Telcom, LLC",CA,50.0,986,Other / Uncategorized,3628.8,2786089-1
560210,Pacific Bell Telephone Company,CA,100.0,599,Fiber,10842.57,2848415-2
560211,Calaveras County Office of Education,CA,100.0,599,Fiber,10000.0,2848455-1
560269,"Sierra Telephone Co., Inc.",CA,100.0,820,Other / Uncategorized,11021.88,2842470-1
560271,Sierra Tel Internet,CA,100.0,820,Other / Uncategorized,6094.8,2842516-1
560606,"Time Warner Cable Information Services (California), LLC",CA,1000.0,5251,Fiber,15540.0,2763374-1
560626,"Time Warner Cable Information Services (California), LLC",CA,1000.0,5251,Fiber,27000.0,2813440-1
560786,"Comcast Phone, LLC",CA,1000.0,3324,Fiber,15000.0,2823990-1
560787,"Comcast Phone, LLC",CA,1000.0,3324,Fiber,20700.0,2824000-1
561036,Butte County Office of Education,CA,0.0,156,Fixed Wireless,25900.0,2757755-1
561994,Alameda County Office of Education,CA,10000.0,8704,Fiber,135000.0,2789107-1
561995,Pacific Bell Telephone Company,CA,10000.0,8704,Fiber,75581.16,2789117-1
564555,Pacific Bell Telephone Company,CA,10.0,32001,Other / Uncategorized,6622.412903225806,2768362-1
566747,"Comcast Phone, LLC",CA,1000.0,4444,Fiber,15120.0,2852276-1
566748,Santa Cruz County Office of Education,CA,0.0,4444,Other / Uncategorized,10924.2,2852318-1
566796,CITIZENS TELECOMM CO OF CA,CA,5.0,1377,Other / Uncategorized,10512.0,2769451-1
567023,"CVIN, LLC",CA,100.0,198,Other / Uncategorized,32810.28,2770154-1
567743,Pacific Bell Telephone Company,CA,100.0,2479,Other / Uncategorized,12823.8,2773964-1
567744,Pacific Bell Telephone Company,CA,1000.0,2479,Fiber,13538.04,2773971-1
569595,"Comcast Phone, LLC",CA,1000.0,481,Fiber,43826.88,2778013-1
569786,Pacific Bell Telephone Company,CA,1000.0,,Fiber,29977.48,2785884-2
569815,"CVIN, LLC",CA,1000.0,,Fiber,29970.0,2785779-1
569843,Pacific Bell Telephone Company,CA,100.0,6741,Fiber,4665.5,2782325-1
570378,Comcast Business Communications,CA,1000.0,2118,Fiber,17685.072,2858889-1
570393,Pacific Bell Telephone Company,CA,100.0,32001,Fiber,8695.0,2784040-1
570406,AT&T Corp.,CA,100.0,4515,Fiber,21055.68,2784898-1
570905,"LasVegas.Net, LLC",CA,50.0,187,Other / Uncategorized,45120.0,2785370-1
570958,"Wilshire Connection, LLC",CA,100000.0,,Fiber,25425.0,2824439-1
572727,Pacific Bell Telephone Company,CA,6.0,655455,Cable / DSL,1140.0,2789303-1
572949,Kern County Superintendent of Schools,CA,400.0,3306,Fiber,5194.285714285715,2790365-1
573060,Pacific Bell Telephone Company,CA,75.0,655455,Other / Uncategorized,1860.0,2791687-1
573061,"Time Warner Cable Information Services (California), LLC",CA,300.0,655455,Fiber,8399.88,2790680-1
574206,Verizon Business Global LLC,CA,10.0,0,Other / Uncategorized,23291.88,2794811-2
574294,Pacific Bell Telephone Company,CA,1.5,3159,Copper,4555.02,2795469-1
574918,Pacific Bell Telephone Company,CA,1.5,1641,Copper,3525.72,2796861-1
575355,Pacific Bell Telephone Company,CA,1.5,73,Copper,961.74,2800186-1
576816,"CVIN, LLC",CA,100.0,179,Other / Uncategorized,26196.0,2800923-1
576884,Kings County Office of Education,CA,200.0,1314,Fiber,24999.96,2801706-1
576891,Pacific Bell Telephone Company,CA,1000.0,491,Other / Uncategorized,11100.0,2858747-1
577048,Kern County Superintendent of Schools,CA,10.0,201,Other / Uncategorized,24960.0,2807340-1
579594,"Time Warner Cable Information Services (California), LLC",CA,50.0,2747,Fiber,13824.0,2805761-1
579595,LA County Office of Education (LACOE),CA,300.0,2747,Fiber,4513.714285714285,2805778-1
579779,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,1098,Fiber,9055.48,2806457-1
579840,"CenturyLink Qwest Communications Company, LLC",CA,10000.0,,Fiber,34938.36,2823467-1
580243,SureWest TeleVideo,CA,1000.0,31420,Fiber,80640.0,2833831-2
580244,SureWest TeleVideo,CA,10000.0,31420,Fiber,30912.0,2836636-1
580593,Kern County Superintendent of Schools,CA,100.0,1136,Fiber,28956.0,2813455-1
581404,Pacific Bell Telephone Company,CA,45.0,754,Copper,34560.0,2818395-1
581471,Fresno County Superintendent of Schools,CA,1000.0,2393,Other / Uncategorized,2862.0,2819383-1
581472,"Comcast Phone, LLC",CA,1000.0,2393,Fiber,3060.0,2819412-1
581473,"Sunesys, LLC",CA,1000.0,2393,Fiber,11527.1,2819439-1
582283,"Comcast Phone, LLC",CA,1000.0,5010,Fiber,14400.0,2821952-1
582295,"Comcast Phone, LLC",CA,1000.0,5010,Fiber,14400.0,2860588-1
583537,Pacific Bell Telephone Company,CA,250.0,4087,Fiber,6900.0,2826777-1
583538,Pacific Bell Telephone Company,CA,1000.0,4087,Fiber,10800.0,2826777-2
583762,Pacific Bell Telephone Company,CA,1.544,1843,Other / Uncategorized,3502.56,2833556-1
583763,Pacific Bell Telephone Company,CA,1.544,1843,Other / Uncategorized,1118.64,2833780-1
584192,Kern County Superintendent of Schools,CA,50.0,239,Other / Uncategorized,28860.0,2830442-1
584247,"CVIN, LLC",CA,100.0,451,Other / Uncategorized,77277.36,2830644-1
584638,Pacific Bell Telephone Company,CA,100.0,1606,Fiber,19183.8,2834012-1
584889,"Charter Fiberlink CA-CCO, LLC",CA,1000.0,832,Fiber,19447.2,2837437-2
585477,"Comcast Phone, LLC",CA,100.0,2388,Other / Uncategorized,44268.0,2845480-1
585542,Calaveras County Office of Education,CA,300.0,3188,Other / Uncategorized,14000.0,2844481-1
586503,"CVIN, LLC",CA,1000.0,832,Fiber,62696.64,2851323-1
586570,AT&T Corp.,CA,1000.0,9434,Fiber,78784.68,2851962-1
586572,Pacific Bell Telephone Company,CA,1000.0,9434,Fiber,16072.255384615384,2852072-1
586783,AT&T Corp.,CA,100.0,1730,Other / Uncategorized,11144.64,2853015-1
