line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,consultants_typical_category,consultant_name,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,copper_line,num_students,connect_category,cost_per_line,frn_complete
81791,881847,CULLMAN COUNTY,127923,5455,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,46,100.0,false,9604,Fiber,8268.0,2733543-4
81792,881847,CULLMAN COUNTY,127923,5455,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,46,100.0,false,9604,Fiber,8268.0,2733543-3
81793,881847,CULLMAN COUNTY,127923,5455,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,46,1000.0,false,9604,Fiber,18480.0,2733543-2
81803,882253,SELMA CITY,128171,3403,"Information Transport Solutions, Inc.",Fiber,No Consultant,No Consultant,AL,Fiber,45,1000.0,false,4040,Fiber,17769.23076923077,2739736-1
81805,881720,BLOUNT COUNTY,127936,4613,Otelco Telephone LLC (wholly owned sub of Otelco Inc),Cable / DSL,No Consultant,No Consultant,AL,Fiber,47,400.0,false,8341,Fiber,466.68,2748480-1
81811,881871,DECATUR CITY,128005,5309,"Charter Fiberlink - Alabama, LLC",Fiber,Fiber,John Harvey Jr.,AL,Fiber,51,1000.0,false,8418,Fiber,43800.0,2733781-1
81835,881750,CHAMBERS COUNTY,128197,2678,"Charter Fiberlink - Alabama, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,45,1000.0,false,3891,Fiber,10147.846153846154,2754432-1
81863,881737,BUTLER COUNTY,128066,2579,CenturyLink CenturyTel of Alabama (Northern and Southern),Fiber,No Consultant,No Consultant,AL,Fiber,38,100.0,false,3245,Fiber,7380.0,2758799-2
81864,881737,BUTLER COUNTY,128066,2579,CenturyLink CenturyTel of Alabama (Northern and Southern),Fiber,No Consultant,No Consultant,AL,Fiber,38,1000.0,false,3245,Fiber,9600.0,2758799-1
81865,881946,FRANKLIN COUNTY,128022,2200,"Charter Fiberlink - Alabama, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,40,200.0,false,3238,Fiber,13763.125714285714,2722466-1
81872,881694,BESSEMER CITY,127910,3615,"Bright House Networks, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,42,100.0,false,4068,Fiber,10440.0,2752444-1
81891,881854,DALEVILLE CITY,128115,815,"Information Transport Solutions, Inc.",Fiber,No Consultant,No Consultant,AL,Fiber,34,100.0,false,1181,Fiber,9600.0,2731858-1
81933,882247,SCOTTSBORO CITY,128033,1336,Scottsboro Electric Power Board,Fiber,No Consultant,No Consultant,AL,Fiber,39,1000.0,false,2627,Fiber,8400.0,2730183-1
81945,882336,TUSCALOOSA COUNTY,127973,9569,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,67,10000.0,false,17763,Fiber,43960.92,2734951-2
81946,882336,TUSCALOOSA COUNTY,127973,9569,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,67,1000.0,false,17763,Fiber,13147.2,2734951-1
81960,881688,BARBOUR COUNTY,128061,723,"Affiniti PA ,LLC",Other / Uncategorized,No Consultant,No Consultant,AL,Fiber,39,100.0,false,1061,Fixed Wireless,17040.0,2735846-1
81971,882258,SHEFFIELD CITY,128025,855,"BellSouth Telecommunications, LLC",Fiber,No Consultant,No Consultant,AL,Fiber,37,100.0,false,1108,Fiber,8676.96,2728775-1
81990,882830,WHITE HALL SCHOOL DISTRICT,147290,1246,AT&T Corp.,Fiber,No Consultant,No Consultant,AR,Fiber,235,310.0,false,2993,Fiber,16548.0,2759994-1
82000,882210,FLIPPIN SCHOOL DISTRICT,139651,623,"Northern Arkansas Telephone Company, Inc.",Fiber,No Consultant,No Consultant,AR,Fiber,368,100.0,false,870,Fiber,12071.4,2747387-1
82002,881942,PEA RIDGE SCHOOL DISTRICT,139680,786,"Unite Private Networks, LLC",Fiber,Fiber,Chris Webber,AR,Fiber,246,1000.0,false,1685,Fiber,35880.0,2747301-1
82002,881942,PEA RIDGE SCHOOL DISTRICT,139680,786,"Unite Private Networks, LLC",Fiber,Fiber,KARLA HALL,AR,Fiber,246,1000.0,false,1685,Fiber,35880.0,2747301-1
82005,882254,GLEN ROSE SCHOOL DISTRICT,139515,552,AT&T Corp.,Fiber,Fiber,Robert Beck,AR,Fiber,372,1.5,true,1010,Copper,3050.0,2724037-1
82006,882010,CABOT SCHOOL DISTRICT,139480,3773,"TCA Communications, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,261,100.0,false,10423,Fiber,48000.0,2717926-1
82016,881626,MANILA SCHOOL DISTRICT,139598,698,"E. Ritter Communications Holdings, Inc.",Fiber,No Consultant,No Consultant,AR,Fiber,365,100.0,false,1084,Fiber,18000.0,2749335-1
82025,882229,FORT SMITH SCHOOL DISTRICT,139710,10262,"Cox Arkansas Telecom, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,410,1000.0,false,14374,Fiber,28788.0,2755129-1
82026,882699,ROGERS SCHOOL DISTRICT,139682,9099,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,391,2000.0,false,14793,Fiber,79027.2,2752836-1
82027,882229,FORT SMITH SCHOOL DISTRICT,139710,10262,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,410,300.0,false,14374,Fiber,42000.0,2724121-1
82033,882685,PRESCOTT SCHOOL DISTRICT,139434,824,"ENA Services, LLC",Fiber,Fiber,Karen Allen,AR,Fiber,363,500.0,false,1087,Fiber,75000.0,2750555-1
82034,882010,CABOT SCHOOL DISTRICT,139480,3773,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,261,2000.0,false,10423,Fiber,114000.0,2717922-1
82058,882229,FORT SMITH SCHOOL DISTRICT,139710,10262,"Cox Arkansas Telecom, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,410,1000.0,false,14374,Fiber,14417.241379310344,2723964-1
82118,881616,MAGNOLIA SCHOOL DISTRICT,139405,1962,South Arkansas Telephone Company,Other / Uncategorized,Fiber,Karen Allen,AR,Fiber,376,100.0,false,2845,Fiber,14399.88,2722761-1
82118,881616,MAGNOLIA SCHOOL DISTRICT,139405,1962,South Arkansas Telephone Company,Other / Uncategorized,Fiber,KAREN ALLEN,AR,Fiber,376,100.0,false,2845,Fiber,14399.88,2722761-1
82141,882254,GLEN ROSE SCHOOL DISTRICT,139515,552,"TCA Communications, LLC",Fiber,Fiber,Robert Beck,AR,Fiber,372,100.0,false,1010,Fiber,299100.0,2724060-1
82159,882053,WHITE CO. CENTRAL SCHOOL DIST.,139506,474,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,Fiber,Debi Sovereign,AR,Fiber,364,100.0,false,706,Fiber,36444.0,2746433-1
82159,882053,WHITE CO. CENTRAL SCHOOL DIST.,139506,474,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,Fiber,Jane Kellogg,AR,Fiber,364,100.0,false,706,Fiber,36444.0,2746433-1
82161,882624,OSCEOLA SCHOOL DISTRICT,139571,1364,"E. Ritter Communications Holdings, Inc.",Fiber,No Consultant,No Consultant,AR,Fiber,252,1000.0,false,1380,Fiber,57565.44,2752321-1
82164,881616,MAGNOLIA SCHOOL DISTRICT,139405,1962,South Arkansas Telephone Company,Other / Uncategorized,Fiber,Karen Allen,AR,Fiber,376,100.0,false,2845,Fiber,14399.88,2727072-1
82164,881616,MAGNOLIA SCHOOL DISTRICT,139405,1962,South Arkansas Telephone Company,Other / Uncategorized,Fiber,KAREN ALLEN,AR,Fiber,376,100.0,false,2845,Fiber,14399.88,2727072-1
82174,882459,LAMAR SCHOOL DISTRICT,139702,868,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,Chris Webber,AR,Fiber,368,10.0,false,1219,Fiber,719.4,2746107-1
82206,882259,CENTERPOINT SCHOOL DISTRICT,139451,676,"Windstream Communications, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,367,20.0,false,981,Fiber,16356.0,2732960-4
82207,882259,CENTERPOINT SCHOOL DISTRICT,139451,676,"Windstream Communications, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,367,20.0,false,981,Fiber,16356.0,2732960-3
82209,882259,CENTERPOINT SCHOOL DISTRICT,139451,676,"Windstream Communications, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,367,40.0,false,981,Fiber,26748.0,2732960-2
82275,881708,LAFAYETTE COUNTY SCHOOL DISTRICT,232483,589,Walnut Hill Telephone Company,Fiber,Fiber,Karen Allen,AR,Fiber,245,100.0,false,721,Fiber,20227.8,2722850-1
82290,882830,WHITE HALL SCHOOL DISTRICT,147290,1246,Southwestern Bell Telephone Company,Fiber,No Consultant,No Consultant,AR,Fiber,235,2000.0,false,2993,Fiber,22836.0,2759946-1
82305,882277,GREENBRIER SCHOOL DISTRICT,139497,1257,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,230,1000.0,false,3356,Fiber,9315.48,2718217-1
82353,882339,HARRISON SCHOOL DISTRICT,139642,1481,"Cox Arkansas Telecom, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,375,200.0,false,2819,Fiber,29106.0,2721931-1
82355,882361,HECTOR SCHOOL DISTRICT,139701,451,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,Chris Webber,AR,Fiber,365,10.0,false,603,Cable / DSL,785.16,2736057-1
82355,882361,HECTOR SCHOOL DISTRICT,139701,451,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,KARLA HALL,AR,Fiber,365,10.0,false,603,Cable / DSL,785.16,2736057-1
82362,882826,WEST SIDE SCHOOL DISTRICT,139502,263,AT&T Corp.,Fiber,No Consultant,No Consultant,AR,Fiber,370,45.0,true,440,Fiber,0,2718261-1
82363,882277,GREENBRIER SCHOOL DISTRICT,139497,1257,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,230,400.0,false,3356,Fiber,42779.16,2718263-1
82365,882494,MANSFIELD SCHOOL DISTRICT,139723,543,"Cox Arkansas Telecom, LLC",Fiber,Fiber,Machelle McKay,AR,Fiber,371,100.0,false,880,Fiber,26400.0,2729901-1
82371,881964,BLEVINS SCHOOL DISTRICT,139419,431,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,Fiber,Karen Allen,AR,Fiber,243,80.0,false,514,Fiber,38919.12,2718854-1
82374,881532,STAR CITY SCHOOL DISTRICT,139385,1066,"Nexus Systems, Inc.",Fiber,Fiber,Karen Allen,AR,Fixed Wireless,363,250.0,false,1677,Fixed Wireless,31800.0,2718489-1
82381,882426,JASPER SCHOOL DISTRICT,139653,676,CenturyLink CenturyTel of Russellville,Cable / DSL,No Consultant,No Consultant,AR,Insufficient data,370,50.0,false,931,Fiber,186924.0,2732639-1
82382,882339,HARRISON SCHOOL DISTRICT,139642,1481,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,375,100.0,false,2819,Fiber,17820.0,2721902-1
82388,882156,DREW CENTRAL SCHOOL DISTRICT,139380,759,South Arkansas Telephone Company,Other / Uncategorized,Fiber,Karen Allen,AR,Fiber,363,250.0,false,1001,Fiber,26399.88,2718924-1
82421,882426,JASPER SCHOOL DISTRICT,139653,676,Madison County Telephone Co Inc.,Fiber,No Consultant,No Consultant,AR,Insufficient data,370,50.0,false,931,Fiber,3655.08,2732625-1
82437,882128,DERMOTT SCHOOL DISTRICT,139364,395,"Nexus Systems, Inc.",Fiber,Fiber,Karen Allen,AR,Fixed Wireless,242,150.0,false,401,Fixed Wireless,26400.0,2718905-1
82441,882426,JASPER SCHOOL DISTRICT,139653,676,"Tri-County Telephone Company, Inc.",Cable / DSL,No Consultant,No Consultant,AR,Insufficient data,370,50.0,false,931,Fiber,9000.0,2732306-1
82442,882818,WATSON CHAPEL SCHOOL DISTRICT,139359,2197,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,367,200.0,false,2992,Fiber,28080.0,2734958-1
82445,882544,MINERAL SPRINGS SCHOOL DIST.,139431,425,Walnut Hill Telephone Company,Fiber,Fiber,JOHN EGAN,AR,Fiber,242,200.0,false,485,Fiber,42240.0,2738776-1
82455,882818,WATSON CHAPEL SCHOOL DISTRICT,139359,2197,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,367,100.0,false,2992,Fiber,36497.4,2734853-1
82460,882755,SOUTHSIDE SCHOOL DISTRICT,139620,949,Mountain View Telephone Company,Fiber,No Consultant,No Consultant,AR,Fiber,368,500.0,false,1690,Fiber,62404.08,2765041-1
82500,882350,HAZEN SCHOOL DISTRICT,139501,468,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,366,100.0,false,674,Fiber,17616.0,2734964-2
82501,882350,HAZEN SCHOOL DISTRICT,139501,468,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,366,100.0,false,674,Fiber,16392.0,2734964-1
82507,882162,DUMAS SCHOOL DISTRICT,139365,1261,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,Karen Allen,AR,Fiber,369,100.0,false,1538,Other / Uncategorized,22007.16,2728746-1
82536,881878,ARKADELPHIA SCHOOL DISTRICT,139444,1133,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,AR,Fiber,370,500.0,false,2040,Fiber,41351.76,2757027-1
82549,882116,DANVILLE SCHOOL DISTRICT,139696,689,"Arkwest Communications, Inc.",Fiber,No Consultant,No Consultant,AR,Cable / DSL,242,300.0,false,916,Cable / DSL,14396.4,2761388-1
82556,882339,HARRISON SCHOOL DISTRICT,139642,1481,"Cox Arkansas Telecom, LLC",Fiber,No Consultant,No Consultant,AR,Fiber,375,1000.0,false,2819,Fiber,7200.0,2721636-1
82592,882162,DUMAS SCHOOL DISTRICT,139365,1261,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,Karen Allen,AR,Fiber,369,50.0,false,1538,Fiber,15911.16,2728745-3
82593,882162,DUMAS SCHOOL DISTRICT,139365,1261,CenturyLink CenturyTel of Russellville,Cable / DSL,Fiber,Karen Allen,AR,Fiber,369,150.0,false,1538,Fiber,26390.76,2728745-4
82598,881910,BALD KNOB SCHOOL DISTRICT,139468,802,CenturyLink CenturyTel of Russellville,Cable / DSL,No Consultant,No Consultant,AR,Fiber,365,150.0,false,1264,Fiber,85860.0,2720310-1
82619,883252,TONTO BASIN ELEMENTARY DISTRICT,143058,61,American Broadband,Fiber,Fiber,nicole kupser,AZ,Fiber,2,10.0,false,90,Fiber,67000.0,2724112-1
82659,883210,MARICOPA UNIFIED SCHOOL DISTRICT,142944,3238,"CenturyLink Qwest Communications Company, LLC",Fiber,Fiber,nicole kupser,AZ,Fiber,12,1000.0,false,5766,Fiber,41010.0,2724158-1
82662,883196,LITCHFIELD ELEMENTARY DISTRICT,142996,3850,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,16,200.0,false,10421,Fiber,10027.2,2717919-2
82663,883196,LITCHFIELD ELEMENTARY DISTRICT,142996,3850,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,16,400.0,false,10421,Fiber,15681.6,2717919-3
82664,883196,LITCHFIELD ELEMENTARY DISTRICT,142996,3850,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,16,100.0,false,10421,Fiber,8467.2,2717919-1
82665,883196,LITCHFIELD ELEMENTARY DISTRICT,142996,3850,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,16,2000.0,false,10421,Fiber,39000.0,2717919-4
82712,883082,CATALINA FOOTHILLS UNIFIED DISTRICT,143121,495,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,12,200.0,false,4954,Fiber,10839.411428571428,2726094-1
82713,883082,CATALINA FOOTHILLS UNIFIED DISTRICT,143121,495,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,12,2000.0,false,4954,Fiber,52925.76,2726094-3
82714,883082,CATALINA FOOTHILLS UNIFIED DISTRICT,143121,495,CenturyLink Qwest Corporation,Fiber,No Consultant,No Consultant,AZ,Fiber,12,500.0,false,4954,Fiber,20007.96,2726094-2
82771,883210,MARICOPA UNIFIED SCHOOL DISTRICT,142944,3238,"Affiniti, LLC",Fixed Wireless,Fiber,nicole kupser,AZ,Fiber,12,1000.0,false,5766,Fiber,17988.0,2724153-1
82953,883196,LITCHFIELD ELEMENTARY DISTRICT,142996,3850,"CenturyLink Qwest Communications Company, LLC",Fiber,No Consultant,No Consultant,AZ,Fiber,16,200.0,false,10421,Fiber,31380.0,2723234-1
82967,883240,NACO ELEMENTARY DISTRICT,143082,274,GovNET Inc.,Fixed Wireless,No Consultant,No Consultant,AZ,Fixed Wireless,2,10.0,false,,Fixed Wireless,3600.0,2743099-1
82993,883363,SUNNYSIDE UNIFIED DISTRICT,143127,1176,"Cox Arizona Telcom, LLC",Fiber,No Consultant,No Consultant,AZ,Fiber,19,10000.0,false,17470,Fiber,151812.0,2761885-3
82994,883363,SUNNYSIDE UNIFIED DISTRICT,143127,1176,"Cox Arizona Telcom, LLC",Fiber,No Consultant,No Consultant,AZ,Fiber,19,2000.0,false,17470,Fiber,54552.0,2761885-2
82995,883363,SUNNYSIDE UNIFIED DISTRICT,143127,1176,"Cox Arizona Telcom, LLC",Fiber,No Consultant,No Consultant,AZ,Fiber,19,1000.0,false,17470,Fiber,33492.0,2761885-1
83005,882684,AGUA FRIA UNION HIGH SCHOOL DISTRICT,142974,2780,"Cox Arizona Telcom, LLC",Fiber,No Consultant,No Consultant,AZ,Fiber,6,1000.0,false,6933,Fiber,49980.0,2756755-1
83112,883218,MCNEAL ELEMENTARY DISTRICT,143079,20,"Copper Valley Telephone, Inc.",Fiber,No Consultant,No Consultant,AZ,Fiber,1,20.0,false,56,Fiber,3000.0,2765209-1
83159,884055,WILLIAM S. HART UNION HIGH,143553,6074,"Time Warner Cable Information Services (California), LLC",Fiber,Fiber,KATIE BOOKER,CA,Fiber,324,1000.0,false,26373,Fiber,21568.92,2733010-1
