"esh_id","service_provider_2015","bandwidth_in_mbps_2015","contract_end_date_2015","purpose_2015","percent_bw_2015","total_monthly_cost_2015","predominant_sp_2015","exclude_from_analysis"
941427,"Comcast",200,"2017-06-30","Internet",1,3525,TRUE,FALSE
941428,"CenturyLink",40,"2016-06-30","Internet",1,1813,TRUE,FALSE
941429,"NJEdge.Net",2000,"2016-06-30","Internet",0.98,11525,TRUE,FALSE
941429,"Verizon",50,"2016-06-30","Internet",0.02,109.99,FALSE,FALSE
941430,"Comcast",500,"2017-06-30","Internet",1,2800,TRUE,FALSE
941432,"Cablevision",200,"2016-06-30","Internet",1,9000,TRUE,FALSE
941434,"Cablevision",1000,"2017-06-30","Internet",1,0,TRUE,FALSE
941435,"Verizon",300,"2016-06-30","Internet",1,335,TRUE,FALSE
941437,"XTel Communications",1000,"2016-06-30","Internet",1,4199,TRUE,FALSE
941440,"Cablevision",410,"2016-06-30","Internet",1,5500,TRUE,FALSE
941441,"Cablevision",4000,"2020-06-30","Internet",1,8456,TRUE,FALSE
941442,"OV LLC",100,"2016-06-30","Internet",1,279.9,TRUE,FALSE
941443,"Comcast",300,"2016-06-30","Internet",1,430,TRUE,FALSE
941444,"Line Systems",1000,"2020-06-30","Internet",1,3199,TRUE,FALSE
941445,"Comcast",100,"2017-06-30","Internet",1,2730.03,TRUE,FALSE
941446,"Cablevision",1000,"2018-06-30","Internet",1,3606,TRUE,FALSE
941447,"Business Automation",150,"2017-06-30","Internet",0.6,2250,TRUE,FALSE
941447,"OV LLC",100,"2016-06-30","Internet",0.4,119.95,FALSE,FALSE
941449,"Comcast",450,"2016-06-30","Internet",1,1913.4,TRUE,FALSE
941450,"Business Automation",300,"2017-06-30","Internet",1,290,TRUE,FALSE
941451,"OV LLC",50,"2016-06-30","Internet",1,109.95,TRUE,FALSE
941452,"Cablevision",1000,"2016-06-30","Internet",1,4254.89,TRUE,FALSE
941453,"OV LLC",100,"2016-06-30","Internet",1,134.95,TRUE,FALSE
941455,"Comcast",100,"2016-06-30","Internet",1,219.85,TRUE,FALSE
941457,"Cablevision",300,"2016-06-30","Internet",1,2851.2,TRUE,FALSE
941459,"Verizon",300,"2016-06-30","Internet",0.6,375,TRUE,FALSE
941459,"Comcast",200,"2016-06-30","Internet",0.4,475,FALSE,FALSE
941461,"NJEdge.Net",2000,"2016-06-30","Upstream",1,4000,TRUE,FALSE
941463,"Affiniti",500,"2018-06-30","Upstream",0.71,0,TRUE,FALSE
941463,"PenTeleData Limited",200,"2016-06-30","Internet",0.29,0,FALSE,FALSE
941465,"NetCarrier Telecom",100,"2016-06-30","Internet",1,3550,TRUE,FALSE
941466,"Sunesys, LLC",1000,"2020-06-30","Internet",1,0,TRUE,FALSE
941467,"Cablevision",1000,"2016-06-30","Internet",1,4524.99,TRUE,FALSE
941468,"Cablevision",20,"2016-06-30","Internet",1,1984,TRUE,FALSE
941469,"Cablevision",50,"2016-06-30","Internet",1,1972.08,TRUE,FALSE
941470,"Comcast",800,"2016-06-30","Internet",1,3029,TRUE,FALSE
941472,"Business Automation",1000,"2016-06-30","Internet",1,5028.43,TRUE,FALSE
941473,"Comcast",300,"2018-06-30","Internet",1,1853,TRUE,FALSE
941475,"Comcast",1000,"2017-06-30","Internet",1,5100,TRUE,FALSE
941476,"Cablevision",300,"2016-06-30","Internet",1,3500,TRUE,FALSE
941478,"Comcast",100,"2016-06-30","Internet",1,898.4,TRUE,FALSE
941483,"Comcast",50,"2016-06-30","Internet",1,199.95,TRUE,FALSE
941484,"Comcast",300,"2018-06-30","Internet",1,1825,TRUE,FALSE
941486,"Comcast",50,"2016-06-30","Internet",1,225.39,TRUE,FALSE
941487,"Level 3",1000,"2017-06-30","Internet",0.8,3995.72,TRUE,FALSE
941487,"OV LLC",250,"2016-06-30","Internet",0.2,424.5,FALSE,FALSE
941488,"Comcast",300,"2016-06-30","Internet",1,0,TRUE,FALSE
941489,"Comcast",200,"2016-06-30","Internet",1,475.7,TRUE,FALSE
941491,"PenTeleData Limited",35,"2016-06-30","Internet",1,140,TRUE,FALSE
941494,"Comcast",200,"2018-06-30","Internet",1,1420.44,TRUE,FALSE
941496,"OV LLC",101,"2016-06-30","Internet",1,120,TRUE,FALSE
941497,"Cablevision",1000,"2020-06-30","Internet",1,2060,TRUE,FALSE
941498,"Verizon",1000,"2017-06-30","Internet",1,10638.08,TRUE,FALSE
941502,"XTel Communications",100,"2019-06-30","Internet",1,4744,TRUE,FALSE
941503,"Cablevision",1000,"2018-06-30","Upstream",1,2266,TRUE,FALSE
941506,"Cablevision",100,"2016-06-30","Internet",1,5148,TRUE,FALSE
941507,"Cablevision",150,"2016-06-30","Internet",1,3300.33,TRUE,FALSE
941508,"Windstream",1000,"2017-06-30","Internet",1,10878,TRUE,FALSE
941510,"Cablevision",100,"2019-06-30","Internet",1,0,TRUE,FALSE
941511,"Cablevision",100,"2018-08-08","Internet",1,958,TRUE,FALSE
941513,"Verizon",100,"2016-06-30","Internet",1,2089.38,TRUE,FALSE
941516,"Fiber Optic LLC",500,"2016-06-30","Internet",0.77,3450,TRUE,FALSE
941516,"Comcast",150,"2016-06-30","Internet",0.23,369.85,FALSE,FALSE
941518,"Comcast",200,"2017-02-15","Internet",1,3115,TRUE,FALSE
941519,"Comcast",1000,"2016-06-30","Internet",1,3220.4,TRUE,FALSE
941523,"Cablevision",100,"2018-06-30","Internet",1,1800,TRUE,FALSE
941524,"XTel Communications",1000,"2017-06-30","Internet",1,5500,TRUE,FALSE
941528,"PenTeleData Limited",216,"2016-06-30","Internet",1,7419.9,TRUE,FALSE
941529,"Comcast",300,"2017-06-30","Internet",1,1705,TRUE,FALSE
941530,"Comcast",500,"2016-06-30","Internet",1,2900,TRUE,FALSE
941532,"Cablevision",1000,"2016-06-30","Internet",1,3246,TRUE,FALSE
941534,"XTel Communications",1000,"2018-06-30","Internet",1,2895,TRUE,FALSE
941535,"Comcast",700,"2018-06-30","Internet",1,2978,TRUE,FALSE
941537,"Cablevision",500,"2016-06-30","Internet",1,3037.91,TRUE,FALSE
941538,"Line Systems",200,"2016-06-30","Internet",1,4200,TRUE,FALSE
941540,"XTel Communications",100,"2017-06-30","Internet",1,2139,TRUE,FALSE
941541,"PenTeleData Limited",12,"2016-06-30","Internet",1,159.95,TRUE,FALSE
941542,"Comcast",200,"2020-06-30","Internet",1,1276.4,TRUE,FALSE
941543,"Comcast",120,"2016-06-30","Internet",1,2435,TRUE,FALSE
941545,"Net Access",100,"2016-06-30","Internet",1,2665,TRUE,FALSE
941547,"Comcast",500,"2016-06-30","Internet",0.77,2522,TRUE,FALSE
941547,"Verizon",150,"2016-06-30","Internet",0.23,275,FALSE,FALSE
941548,"Cablevision",500,"2018-06-30","Upstream",1,0,TRUE,FALSE
941549,"Comcast",300,"2016-06-30","Internet",1,1618.4,TRUE,FALSE
941551,"Comcast",500,"2018-06-30","Internet",1,2451.06,TRUE,FALSE
941552,"Cablevision",900,"2016-06-30","Internet",1,6150,TRUE,FALSE
941553,"Cablevision",2000,"2018-06-30","Internet",1,3606,TRUE,FALSE
941555,"XTel Communications",1000,"2018-06-30","Internet",1,2109.5,TRUE,FALSE
941558,"XTel Communications",1000,"2018-06-30","Internet",1,0,TRUE,FALSE
941562,"Monmouth Internet",200,"2018-06-30","Internet",1,2319,TRUE,FALSE
941564,"Cablevision",1000,"2019-06-30","Internet",1,14601,TRUE,FALSE
941565,"Cablevision",1200,"2019-02-27","Internet",1,8008,TRUE,FALSE
941568,"OV LLC",200,"2016-06-30","Internet",1,263.89,TRUE,FALSE
941570,"OV LLC",100,"2016-06-30","Internet",1,119.95,TRUE,FALSE
941571,"Comcast",100,"2016-06-30","Internet",1,230,TRUE,FALSE
941572,"Comcast",100,"2016-06-30","Internet",1,225,TRUE,FALSE
941573,"Verizon",300,"2016-06-30","Internet",0.97,304.99,TRUE,FALSE
941573,"Bergen County",10,"2016-06-30","Internet",0.03,1247.67,FALSE,FALSE
941574,"OV LLC",100,"2016-06-30","Internet",1,0,TRUE,FALSE
941581,"Business Automation",500,"2017-06-30","Internet",0.77,800,TRUE,FALSE
941581,"Verizon",150,"2016-06-30","Internet",0.23,242.49,FALSE,FALSE
941582,"Cablevision",1000,"2020-06-30","Internet",1,3606,TRUE,FALSE
941583,"Verizon",500,"2016-06-30","Internet",0.83,461.98,TRUE,FALSE
941583,"Comcast",100,"2016-06-30","Internet",0.17,349.8,FALSE,FALSE
941584,"Verizon",225,"2016-06-30","Internet",1,461.06,TRUE,FALSE
941585,"Comcast",30,"2019-06-30","Internet",1,1860.18,TRUE,FALSE
941586,"NetCarrier Telecom",100,"2016-06-30","Internet",1,2300,TRUE,FALSE
941589,"OV LLC",100,"2016-06-30","Internet",1,180,TRUE,FALSE
941591,"XTel Communications",400,"2017-06-30","Internet",1,2555,TRUE,FALSE
941596,"Comcast",1000,"2020-06-30","Internet",1,3814.56,TRUE,FALSE
941598,"OV LLC",50,"2016-06-30","Internet",1,90,TRUE,FALSE
941602,"Comcast",100,"2017-06-30","Internet",0.5,0,FALSE,FALSE
941602,"TouchTone Comm",100,"2016-06-30","Internet",0.5,0,FALSE,FALSE
941603,"Comcast",400,"2016-06-30","Internet",1,4745,TRUE,FALSE
941606,"Comcast",50,"2016-06-30","Internet",0.5,241.86,FALSE,FALSE
941606,"XTel Communications",50,"2016-06-30","Internet",0.5,1192,FALSE,FALSE
941609,"Comcast",250,"2016-06-30","Internet",0.56,3474.96,TRUE,FALSE
941609,"XTel Communications",200,"2018-06-30","Internet",0.44,1890,FALSE,FALSE
941611,"Cablevision",900,"2016-06-30","Internet",1,3000,TRUE,FALSE
941614,"OV LLC",101,"2016-06-30","Internet",1,120,TRUE,FALSE
941617,"Comcast",10,"2016-06-30","Internet",1,69.44,TRUE,FALSE
941618,"Comcast",400,"2018-06-30","Internet",1,2600,TRUE,FALSE
941619,"Business Automation",1000,"2017-06-30","Internet",1,3850,TRUE,FALSE
941622,"Comcast",25,"2016-06-30","Internet",1,1445,TRUE,FALSE
941624,"Comcast",50,"2017-06-30","Internet",1,1540,TRUE,FALSE
941626,"Comcast",700,"2016-06-30","Internet",1,5883.33,TRUE,FALSE
941627,"Comcast",300,"2016-06-30","Internet",1,2800,TRUE,FALSE
941629,"CenturyLink",1000,"2017-06-30","Internet",1,7540,TRUE,FALSE
941630,"XTel Communications",300,"2017-06-30","Internet",1,2310,TRUE,FALSE
941632,"OV LLC",50,"2016-06-30","Internet",1,84.9,TRUE,FALSE
941633,"XTel Communications",1000,"2018-06-30","Internet",1,3325,TRUE,FALSE
941634,"Comcast",100,"2018-06-30","Internet",1,1188,TRUE,FALSE
941635,"XTel Communications",100,"2016-06-30","Internet",1,2541,TRUE,FALSE
941636,"Cablevision",30,"2016-06-30","Internet",1,86.95,TRUE,FALSE
941637,"Net Access",50,"2016-06-30","Internet",1,2050,TRUE,FALSE
941639,"Comcast",100,"2016-06-30","Internet",1,180,TRUE,FALSE
941640,"XTel Communications",10,"2016-06-30","Internet",1,1200,TRUE,FALSE
941641,"XTel Communications",100,"2017-06-30","Internet",1,1855,TRUE,FALSE
941642,"Verizon",7801.5,"2016-06-30","Internet",0.99,1908.88,TRUE,FALSE
941642,"Cablevision",50,"2016-06-30","Internet",0.01,2013.54,FALSE,FALSE
941644,"PenTeleData Limited",100,"2016-06-30","Internet",1,2500,TRUE,FALSE
941646,"Ed Info Resource Cen",1000,"2018-06-30","Internet",1,1560,TRUE,FALSE
941648,"Cablevision",100,"2016-06-30","Internet",1,0,TRUE,FALSE
941651,"Comcast",20,"2016-06-30","Internet",1,365,TRUE,FALSE
941652,"Comcast",100,"2016-06-30","Internet",1,2750,TRUE,FALSE
941656,"OV LLC",200,"2016-06-30","Internet",0.67,0,TRUE,FALSE
941656,"Verizon",100,"2016-06-30","Internet",0.33,0,FALSE,FALSE
941657,"Fiber Optic LLC",10000,"2019-06-30","Internet",1,20691,TRUE,FALSE
941658,"Comcast",50,"2016-06-30","Internet",1,709.33,TRUE,FALSE
941660,"OV LLC",100,"2016-06-30","Internet",1,131.95,TRUE,FALSE
941661,"Cablevision",2000,"2016-06-30","Internet",0.95,5770,TRUE,FALSE
941661,"OV LLC",100,"2016-06-30","Internet",0.05,119.95,FALSE,FALSE
941663,"CenturyLink",320,"2016-06-30","Upstream, Internet",1,3436,TRUE,FALSE
941667,"Comcast",100,"2016-06-30","Internet",1,389.85,TRUE,FALSE
941668,"Cablevision",300,"2016-06-30","Internet",0.95,1821.6,TRUE,FALSE
941668,"Verizon",15,"2016-06-30","Internet",0.05,53.94,FALSE,FALSE
941669,"XTel Communications",300,"2016-06-30","Internet, Upstream",0.6,4170,TRUE,FALSE
941669,"Comcast",200,"2018-06-30","Internet",0.4,998.58,FALSE,FALSE
941670,"Cablevision",100,"2018-06-30","Internet",1,958,TRUE,FALSE
941671,"Comcast",200,"2018-06-30","Internet",1,1443.42,TRUE,FALSE
941672,"Comcast",200,"2016-06-30","Internet",1,710.22,TRUE,FALSE
941673,"Alteva",300,"2017-06-30","Internet",1,6015,TRUE,FALSE
941674,"Verizon",75,"2016-06-30","Internet",1,444.98,TRUE,FALSE
941676,"Business Automation",1000,"2016-06-30","Internet",0.49,6100,FALSE,FALSE
941676,"Comcast",1000,"2016-06-30","Internet",0.49,12100,FALSE,FALSE
941676,"NetCarrier Telecom",23.1,"2016-06-30","Internet",0.01,2417.89,FALSE,FALSE
941678,"Cablevision",50,"2016-06-30","Internet",1,1802.56,TRUE,FALSE
941680,"CenturyLink",50,"2016-06-30","Internet",1,1742,TRUE,FALSE
941681,"Cablevision",100,"2016-06-30","Internet",1,5932.77,TRUE,FALSE
941682,"Cablevision",300,"2016-06-30","Internet",1,3110,TRUE,FALSE
941684,"Cablevision",1000,"2018-07-01","Upstream",0.94,0,TRUE,FALSE
941684,"OV LLC",60,"2016-06-30","Internet",0.06,0,FALSE,FALSE
941685,"Comcast",1000,"2016-06-30","Internet",1,2895.34,TRUE,FALSE
941687,"Cablevision",2000,"2016-06-30","Internet",1,14411.34,TRUE,FALSE
941690,"XTel Communications",1000,"2017-06-30","Internet",0.68,3849,TRUE,FALSE
941690,"Verizon",375,"2016-06-30","Internet",0.25,147.16,FALSE,FALSE
941690,"Comcast",100,"2016-06-30","Internet",0.07,2475,FALSE,FALSE
941691,"Cablevision",150,"2016-06-30","Internet",0.55,1795.91,TRUE,FALSE
941691,"OV LLC",125,"2016-06-30","Internet",0.45,419.65,FALSE,FALSE
941692,"Comcast",300,"2018-02-25","Internet",1,2500,TRUE,FALSE
941694,"Cablevision",100,"2020-06-30","Internet",1,855,TRUE,FALSE
941695,"Cablevision",1000,"2016-06-30","Internet",1,5411.34,TRUE,FALSE
941696,"Ed Info Resource Cen",300,"2016-06-30","Internet",1,4800,TRUE,FALSE
941697,"Cablevision",1000,"2016-06-30","Internet",0.94,4480,TRUE,FALSE
941697,"OV LLC",30,"2016-06-30","Internet",0.03,84.9,FALSE,FALSE
941697,"Verizon",30,"2016-06-30","Internet",0.03,84.99,FALSE,FALSE
941698,"Verizon",400,"2016-03-13","Internet",1,9045,TRUE,FALSE
941700,"Comcast",400,"2018-06-30","Internet",1,2600,TRUE,FALSE
941701,"Comcast",50,"2016-06-30","Internet",1,119.9,TRUE,FALSE
941702,"Comcast",300,"2016-06-30","Internet",1,0,TRUE,FALSE
941703,"Cablevision",1000,"2018-06-30","Internet",1,2936,TRUE,FALSE
941704,"Comcast",100,"2017-06-30","Internet",1,1700,TRUE,FALSE
941707,"XTel Communications",300,"2018-06-30","Upstream",1,3500,TRUE,FALSE
941709,"Metropolitan Telecom",1000,"2018-06-30","Internet",0.62,0,TRUE,FALSE
941709,"Spectrotel",500,"2017-06-30","Internet",0.31,0,FALSE,FALSE
941709,"Comcast",100,"2016-06-30","Internet",0.06,0,FALSE,FALSE
941710,"Cablevision",200,"2016-06-30","Internet",1,7600,TRUE,FALSE
941713,"Verizon",600,"2016-06-30","Internet",0.86,629.98,TRUE,FALSE
941713,"Comcast",100,"2016-06-30","Internet",0.14,408.76,FALSE,FALSE
941714,"Ed Info Resource Cen",100,"2016-06-30","Internet",0.83,2800,TRUE,FALSE
941714,"Comcast",20,"2016-06-30","Internet",0.17,2283.47,FALSE,FALSE
941716,"Cablevision",1000,"2017-06-30","Internet",0.95,4950,TRUE,FALSE
941716,"Comcast",50,"2016-06-30","Internet",0.05,112.9,FALSE,FALSE
941718,"Comcast",100,"2016-06-30","Internet",1,175,TRUE,FALSE
941719,"NJ DataNet ",200,"2016-06-30","Internet",1,3250,TRUE,FALSE
941720,"XTel Communications",50,"2016-06-30","Internet",1,1718.2,TRUE,FALSE
941722,"OV LLC",50,"2016-06-30","Internet",1,189.9,TRUE,FALSE
941723,"Comcast",25,"2016-06-30","Internet",1,74.9,TRUE,FALSE
941727,"XTel Communications",500,"2018-06-30","Internet",1,4864,TRUE,FALSE
941728,"Comcast",150,"2016-06-30","Internet",1,220,TRUE,FALSE
941731,"Winstream",100,"2017-06-30","Internet",1,2203.37,TRUE,FALSE
941732,"NJ DataNet ",1000,"2018-06-30","Internet",1,0,TRUE,FALSE
941733,"Comcast",150,"2016-06-30","Internet",1,1856.95,TRUE,FALSE
941734,"Comcast",10,"2016-06-30","Internet",1,119.9,TRUE,FALSE
941735,"Cablevision",100,"2016-06-30","Internet",1,119.95,TRUE,FALSE
941737,"Comcast",100,"2016-06-30","Internet",1,2970,TRUE,FALSE
941738,"Cablevision",1000,"2018-06-30","Upstream",1,0,TRUE,FALSE
941740,"Comcast",200,"2016-06-30","Internet",1,2100,TRUE,FALSE
941741,"Cablevision",1000,"2018-06-30","Internet",1,3606,TRUE,FALSE
942801,"ENMR Tele Coop",100,"2016-06-30","Internet",1,440,TRUE,FALSE
942809,"CenturyLink",200,"2016-06-30","Internet",0.93,3464.3,TRUE,FALSE
942809,"Tularosa Comm",15,"2016-06-30","Internet",0.07,100,FALSE,FALSE
942810,"CenturyLink",20000,"2019-06-30","Upstream",1,6531.36,TRUE,FALSE
942811,"Valley",40,"2016-06-30","Internet",1,385.27,TRUE,FALSE
942827,"PVT Networks, Inc.",200,"2016-06-30","Internet",0.99,8000,TRUE,FALSE
942827,"PVT",1.5,NA,"Internet",0.01,0,FALSE,FALSE
942866,"Network Serv Solut",1000,"2018-06-30","Internet",0.96,9925,TRUE,FALSE
942866,"Brainstorm Internet",40,"2016-06-30","Internet",0.04,1600,FALSE,FALSE
942877,"CenturyLink",200,"2016-06-30","Internet",1,4134,TRUE,FALSE
942878,"Brainstorm Internet",45,"2017-06-30","Internet",0.94,3699,TRUE,FALSE
942878,"CenturyLink",3,"2016-06-30","Internet",0.06,1799.5,FALSE,FALSE
942879,"TDS Baja",50,"2017-06-30","Internet",1,1728,TRUE,FALSE
942880,"TDS Baja",150,"2016-06-30","Internet",1,1040.7,TRUE,FALSE
942881,"Tularosa Basin",50,"2016-06-30","Internet",1,199.95,TRUE,FALSE
942882,"Navajo Comm Co ",300,"2017-02-25","Internet",0.46,10994,FALSE,FALSE
942882,"CenturyLink",200,"2017-02-28","Internet",0.31,3404,FALSE,FALSE
942882,"Sacred Wind",100,"2017-03-19","Internet",0.15,5200,FALSE,FALSE
942882,"NTUA Wireless, LLC",50,"2017-03-20","Internet",0.08,1365,FALSE,FALSE
942883,"Winstream",40,"2016-06-30","Internet",1,2880,TRUE,FALSE
942886,"Plateau Telecomm",24,"2016-06-30","Internet",1,840,TRUE,FALSE
942887,"Tularosa Basin",100,"2016-06-30","Internet",0.97,300,TRUE,FALSE
942887,"PVT Networks, Inc.",3,"2016-06-30","Internet",0.03,354.95,FALSE,FALSE
942888,"Plateau Telecomm",1000,"2016-06-30","Internet",1,3700,TRUE,FALSE
942889,"CenturyLink",45,"2016-06-30","Internet",1,5938,TRUE,FALSE
942890,"Plateau Telecomm",50,"2016-06-30","Internet",1,332.03,TRUE,FALSE
942891,"Winstream",100,"2016-06-30","Internet",1,4068.28,TRUE,FALSE
942893,"Sierra Comm",20,"2016-06-30","Internet",1,649.95,TRUE,FALSE
942894,"Leaco Rural",100,"2016-06-30","Internet",1,4961.38,TRUE,FALSE
942895,"Yucca Telecomm",50,"2016-06-30","Internet",1,481.5,TRUE,FALSE
942896,"Winstream",100,"2016-06-30","Internet",1,3402,TRUE,FALSE
942897,"Yucca Telecomm",50,"2016-06-30","Internet",1,495,TRUE,FALSE
942899,"Windstream",200,"2016-06-30","Internet",1,1650,TRUE,FALSE
942900,"Plateau Telecomm",100,"2016-06-30","Internet",1,1520,TRUE,FALSE
942901,"Leaco Rural",100,"2016-06-30","Internet",0.5,3096.53,FALSE,FALSE
942901,"Winstream",100,"2016-06-30","Internet",0.5,3300,FALSE,FALSE
942903,"Yucca Telecomm",75,"2016-06-30","Internet",1,480.38,TRUE,FALSE
942904,"Plateau Telecomm",100,"2016-06-30","Internet",1,390,TRUE,FALSE
942905,"Globalinx",1000,"2016-06-30","Internet",1,13467,TRUE,FALSE
942907,"Plateau Telecomm",50,"2016-06-30","Internet",1,220,TRUE,FALSE
942908,"CenturyLink",300,"2019-06-30","Internet",1,8003.3,TRUE,FALSE
942909,"Leaco Rural",100,"2016-06-30","Internet",1,1720.59,TRUE,FALSE
942910,"CenturyLink",200,"2017-06-30","Internet",1,3429.99,TRUE,FALSE
942911,"Leaco Rural",800,"2016-06-30","Internet",0.8,9002.67,TRUE,FALSE
942911,"Winstream",200,"2016-06-30","Internet",0.2,1638,FALSE,FALSE
942912,"PVT Networks, Inc.",25,"2016-06-30","Internet",1,399.99,TRUE,FALSE
942913,"Plateau Telecomm",25,"2016-06-30","Internet",1,230,TRUE,FALSE
942914,"Leaco Rural",15,"2016-06-30","Internet",1,2624.16,TRUE,FALSE
942916,"Network Serv Solut",100,"2016-06-30","Internet",1,2132,TRUE,FALSE
942917,"PVT Networks, Inc.",50,"2018-06-30","Internet",1,5348.13,TRUE,FALSE
942918,"CenturyLink",2000,"2020-06-30","Internet",1,26475.19,TRUE,FALSE
942920,"CenturyLink",800,"2016-06-30","Internet",1,6138.46153846154,TRUE,FALSE
942921,"New Mexico Technet",500,"2016-06-30","Internet",0.83,1554,TRUE,FALSE
942921,"CenturyLink",100,"2016-06-30","Internet",0.17,3654.25,FALSE,FALSE
942922,"Plateau Telecomm",50,"2016-06-30","Internet",1,345,TRUE,FALSE
942925,"WNM Comm",100,"2016-06-30","Internet",1,5589.73,TRUE,FALSE
942927,"Plateau Telecomm",250,"2017-06-30","Internet",1,10275,TRUE,FALSE
942928,"CenturyLink",2000,"2016-06-30","Upstream",1,7240,TRUE,FALSE
942930,"Windstream",100,"2016-06-30","Internet",1,3390,TRUE,FALSE
942932,"Leaco Rural",500,"2018-06-30","Internet",1,6058.95,TRUE,FALSE
942933,"WNM Comm",50,"2016-02-02","Internet",1,3457.19,TRUE,FALSE
942935,"Sierra Comm",20,"2016-06-30","Internet",1,649.95,TRUE,FALSE
942937,"Yucca Telecomm",50,"2016-06-30","Internet",1,483.75,TRUE,FALSE
942940,"Plateau Telecomm",500,"2017-06-30","Internet",1,4265,TRUE,FALSE
942942,"New Mexico RSA4",100,"2016-06-30","Internet",1,2007,TRUE,FALSE
942943,"Winstream",100,"2016-06-30","Internet",1,2668,TRUE,FALSE
942944,"Network Serv Solut",45,"2016-06-30","Internet",1,5206.31,TRUE,FALSE
942945,"Kit Carson",50,"2016-06-30","Internet",1,1369,TRUE,FALSE
942946,"Cyber Mesa",80,"2016-06-30","Internet",1,5301,TRUE,FALSE
942948,"Yucca Telecomm",140,"2016-06-30","Internet",0.98,4595,TRUE,FALSE
942948,"CenturyLink",3,"2016-06-30","Internet",0.02,840,FALSE,FALSE
942949,"WNM Comm",22,"2017-06-30","Internet",1,3622.96,TRUE,FALSE
942950,"Kit Carson",50,"2016-06-28","Internet",1,736.99,TRUE,FALSE
942951,"Sierra Comm",700,"2016-06-30","Internet",1,8522.96,TRUE,FALSE
942952,"WNM Comm",22,"2016-06-30","Internet",1,3844.32,TRUE,FALSE
942953,"Plateau Telecomm",500,"2017-06-30","Internet",1,3150.48,TRUE,FALSE
942954,"Plateau Telecomm",48,"2016-06-30","Internet",1,437.64,TRUE,FALSE
942955,"TDS Baja",100,"2016-06-30","Internet",0.71,4244.42,TRUE,FALSE
942955,"New Mexico State",40,"2016-06-28","Internet",0.29,679.86,FALSE,FALSE
942956,"ENMR Tele Coop",25,"2016-06-30","Internet",1,210.74,TRUE,FALSE
942957,"CenturyLink",1000,"2019-06-30","Internet",1,9781,TRUE,FALSE
942958,"ENMR Tele Coop",200,"2016-06-30","Internet",1,2100.43,TRUE,FALSE
942959,"CenturyLink",400,"2018-06-30","Internet",1,7210,TRUE,FALSE
942960,"New Mexico Tech",150,"2016-06-30","Internet",1,3000,TRUE,FALSE
942961,"Plateau Telecomm",20,"2016-06-30","Internet",1,249.95,TRUE,FALSE
942962,"CenturyLink",603,"2016-06-30","Internet",1,7009.52,TRUE,FALSE
942965,"Cebridge",75,"2016-06-30","Internet",0.6,300,TRUE,FALSE
942965,"Roosevelt County",50,"2016-06-30","Internet",0.4,485,FALSE,FALSE
942967,"Plateau Telecomm",50,"2016-06-30","Internet",1,600,TRUE,FALSE
942968,"Tularosa Comm",100,"2016-06-30","Internet",1,329.95,TRUE,FALSE
942970,"CenturyLink",100,"2019-06-30","Internet",1,8145.03,TRUE,FALSE
943382,"Churchill County",50,"2016-06-30","Internet",1,1015.68,TRUE,FALSE
943383,"CenturyLink",20000,"2016-06-30","Upstream",1,8400,TRUE,FALSE
943385,"Charter",260,"2016-06-30","Internet",1,2894,TRUE,FALSE
943386,"Beehive",100,"2016-06-30","Internet",0.31,650,FALSE,FALSE
943386,"CenturyLink",100,"2016-06-30","Internet",0.31,2500,FALSE,FALSE
943386,"Filer Mutual Tele",100,"2016-06-30","Internet",0.31,650,FALSE,FALSE
943386,"Rural Tele Co",25,"2016-06-30","Internet",0.08,500,FALSE,FALSE
943387,"WESTNET NEVADA, LLC",10,"2016-06-30","Internet",1,1800,TRUE,FALSE
943388,"NSHE",100,NA,"Internet",1,0,TRUE,FALSE
943389,"CalNeva Broadband",100,"2016-06-30","Upstream",1,250,TRUE,FALSE
943391,"NSHE",100,NA,"Internet",1,0,TRUE,FALSE
943394,"High Desert",200,"2016-06-30","Internet",1,4000,TRUE,FALSE
943396,"Network Serv Solut",100,"2018-06-30","Internet",1,1350,TRUE,FALSE
943397,"Cox",1000,"2016-06-30","Internet",0.97,11026.05,TRUE,FALSE
943397,"WESTNET NEVADA, LLC",35,"2017-06-30","Internet",0.03,3780,FALSE,FALSE
943399,"AT&T",3000,"2019-06-30","Internet, Upstream",1,4098.38,TRUE,FALSE
943401,"NSHE",45,NA,"Internet",1,0,TRUE,FALSE
943402,"AT&T",100,"2016-06-30","Internet",0.53,125,TRUE,FALSE
943402,"Highlands Wireless",90,"2017-06-30","Internet",0.47,3024,FALSE,FALSE
943404,"Charter",1000,"2016-06-30","Internet",1,5053.82,TRUE,FALSE
943404,"AT&T",1.5,"2016-06-30","Internet",0,660,FALSE,FALSE
943406,"NSHE",1000,NA,"Internet",1,0,TRUE,FALSE
945858,"Time Warner Cable",1000,"2020-02-25","Upstream",1,939.75,TRUE,FALSE
945859,"Time Warner Cable",466.5,"2016-06-30","Upstream",1,2714.64,TRUE,FALSE
945863,"Time Warner Cable",1000,"2017-06-30","Upstream",1,1656.96783783784,TRUE,FALSE
945864,"Time Warner Cable",1000,"2020-06-30","Upstream",1,1800,TRUE,FALSE
945865,"Cablevision",150,"2016-06-30","Internet",1,2474,TRUE,FALSE
945867,"Time Warner Cable",1000,"2019-06-30","Upstream",1,1131.09,TRUE,FALSE
945868,"Time Warner Cable",200,"2017-03-14","Upstream",1,625,TRUE,FALSE
