bigram,count
"('17011148', '17011149')",2
"('17011149', 'requesting')",2
"('17011152', '17011107')",2
"('vendors', 'would')",2
"('548', '31')",2
"('036', '90')",2
"('17011116', '17011117')",2
"('17011112', '17011113')",2
"('03', 'month')",2
"('service', 'rate')",2
"('also', 'required')",2
"('038', '56')",2
"('17011105', '17011152')",2
"('also', 'included')",2
"('service', 'per')",2
"('allowed', 'non')",2
"('532', '30')",2
"('allowed', 'key')",2
"('17011107', '17011108')",2
"('17011108', '17011109')",2
"('allowable', 'contract')",2
"('service', 'product')",2
"('17011109', '17011110')",2
"('17011110', '17011111')",2
"('allow', '28')",2
"('17011111', '17011112')",2
"('service', 'program')",2
"('21', 'per')",2
"('st', 'mary')",2
"('036', '96')",2
"('allocation', 'worksheet')",2
"('service', 'providerfor')",2
"('036', '95')",2
"('552', '96')",2
"('vendors', 'evaluation')",2
"('17014322', 'meet')",2
"('56', '400')",2
"('services', 'based')",2
"('1799092779', 'correct')",2
"('2017', 'form')",2
"('services', 'ca')",2
"('services', 'category')",2
"('services', 'cellular')",2
"('speed', 'criterions')",2
"('2017', '10')",2
"('specs', 'provided')",2
"('access', 'fiber')",2
"('specs', 'likewise')",2
"('access', 'connection')",2
"('030', '98')",2
"('specs', 'communicated')",2
"('services', 'cyber')",2
"('access', '7')",2
"('6', '20')",2
"('access', '1')",2
"('acceptable', 'therefore')",2
"('2016', 'contract')",2
"('services', 'documentation')",2
"('able', 'complete')",2
"('specifications', 'communicated')",2
"('access', 'transport')",2
"('58', 'per')",2
"('services', 'applicants')",2
"('1799045594', 'duplicates')",2
"('56', 'per')",2
"('171041363', 'modified')",2
"('560', '00')",2
"('1799006128', '001')",2
"('1799044780', 'modified')",2
"('serviceprovider', 'webby')",2
"('services', '12')",2
"('services', '16')",2
"('add', 'omitted')",2
"('21', '2016')",2
"('actions', 'performed')",2
"('spin', '143019354')",2
"('action', 'inc')",2
"('services', '24')",2
"('564', '96')",2
"('1699032399', 'new')",2
"('1699032499', 'frn')",2
"('accounted', 'points')",2
"('vendor', 'rate')",2
"('vendor', 'prior')",2
"('57', '77')",2
"('vendor', 'documents')",2
"('school', 'evaluation')",2
"('bidding', 'documents')",2
"('building', 'bridges')",2
"('1', '010')",2
"('cost', 'modified')",2
"('without', 'documents')",2
"('time', 'allow')",2
"('cost', 'category')",2
"('cost', 'analysis')",2
"('cost', 'agree')",2
"('requirement', 'applicants')",2
"('requirement', 'communicated')",2
"('3', 'internet')",2
"('support', 'mr1')",2
"('requirement', 'listed')",2
"('1', '013')",2
"('420', '00')",2
"('3', '408')",2
"('correspondence', 'vendors')",2
"('correspondence', 'provided')",2
"('requirement', 'post')",2
"('without', 'criteria')",2
"('support', 'frn')",2
"('3', '356')",2
"('17000460', '17008786')",2
"('correct', 'numbers')",2
"('cost', 'oc')",2
"('required', 'provided')",2
"('40', 'service')",2
"('created', 'individualrepresenting')",2
"('custom', 'calling')",2
"('1', '030')",2
"('criterions', 'time')",2
"('criterions', 'thus')",2
"('criterions', 'cannot')",2
"('requests', 'pre')",2
"('criteria', 'download')",2
"('16051553', 'tri')",2
"('created', 'josh')",2
"('thus', 'price')",2
"('created', 'evaluation')",2
"('cost', 'product')",2
"('created', 'consultation')",2
"('1', '025')",2
"('without', 'including')",2
"('county', 'community')",2
"('could', 'changed')",2
"('require', 'service')",2
"('30', '502')",2
"('required', 'post')",2
"('cost', 'recovery')",2
"('cost', 'recover')",2
"('1', '006')",2
"('correct', 'fcc')",2
"('corp', 'added')",2
"('17003955', '17003956')",2
"('3', '18')",2
"('17003950', '17003951')",2
"('17003951', '17003954')",2
"('45', '00')",2
"('17003954', '17003955')",2
"('45', 'min')",2
"('construction', 'dark')",2
"('response', 'administrator’s')",2
"('16054648', '16060391')",2
"('consistent', 'federal')",2
"('17003956', '17003957')",2
"('cordillera', 'barrio')",2
"('considered', 'fcc')",2
"('17003957', '17003958')",2
"('consideration', 'frn')",2
"('17003958', '17003959')",2
"('consider', 'relevant')",2
"('17003959', '17003960')",2
"('450', '90')",2
"('17003960', '17003962')",2
"('consider', 'evaluate')",2
"('17003962', '17003963')",2
"('3', '200')",2
"('construction', 'split')",2
"('contact', 'listed')",2
"('contactinformation', 'form')",2
"('copy', 'invoice')",2
"('copper', 'service')",2
"('copper', 'cable')",2
"('copies', 'competitive')",2
"('17000491', 'eligible')",2
"('support', 'exempt')",2
"('copies', 'bid')",2
"('requirements', 'elementary')",2
"('contractual', 'agree')",2
"('contract', 'voice')",2
"('contract', 'service')",2
"('contract', 'number')",2
"('support', 'dr3')",2
"('contract', 'extensions')",2
"('wire', 'mainenance')",2
"('bundled', 'program')",2
"('contract', 'date')",2
"('17002252', '16080478')",2
"('17003684', 'eligible')",2
"('contains', 'three')",2
"('44', 'service')",2
"('cyber', 'school')",2
"('data', '1')",2
"('connections', 'therefore')",2
"('text', 'message')",2
"('00', '1')",2
"('devices', 'ineligible')",2
"('devices', 'exceeds')",2
"('request', 'overlapping')",2
"('request', 'premise')",2
"('determining', 'service')",2
"('determined', 'proposal')",2
"('1', '053')",2
"('request', 'redundant')",2
"('1699123659', 'meet')",2
"('1', '048')",2
"('director', 'legal')",2
"('yes', 'listed')",2
"('1699133245', '001')",2
"('detailed', 'information')",2
"('request', 'since')",2
"('1699133264', '001')",2
"('deny', 'funding')",2
"('16', 'per')",2
"('denied', 'service')",2
"('1699133282', '001')",2
"('denied', 'select')",2
"('directly', 'internet')",2
"('directory', 'assistance')",2
"('thus', 'eligible')",2
"('distance', 'amp')",2
"('39', '99')",2
"('telecom', 'submitted')",2
"('telecom', 'services')",2
"('0', '31')",2
"('37', 'per')",2
"('division', 'puerto')",2
"('telecom', 'deemed')",2
"('district', 'dr2')",2
"('tecnológico', 'kairos')",2
"('distance', 'cellular')",2
"('tecnológico', 'biblioteca')",2
"('request', 'maintenance')",2
"('discounts', 'thus')",2
"('discounts', 'public')",2
"('discounts', 'acceptable')",2
"('request', 'internet')",2
"('tecnologico', 'kairos')",2
"('3rd', 'calls')",2
"('discount', 'prices')",2
"('3rd', 'party')",2
"('technology', 'naperville')",2
"('technologies', 'networks')",2
"('16', 'service')",2
"('yes', 'fiber')",2
"('160', '00')",2
"('requested', 'request')",2
"('requested', 'products')",2
"('requested', 'proposal')",2
"('date', 'funding')",2
"('date', 'frn')",2
"('date', 'cost')",2
"('therefore', 'head')",2
"('318', '28')",2
"('31', 'remove')",2
"('date', '28')",2
"('31', 'mo')",2
"('00', 'service')",2
"('yes', 'agree')",2
"('supporting', 'monthly')",2
"('data', 'justified')",2
"('would', 'cost')",2
"('worth', 'total')",2
"('worksheet', 'vendor')",2
"('three', 'evaluation')",2
"('worksheet', 'indicates')",2
"('40', 'per')",2
"('40', 'recognizes')",2
"('requesting', 'detailed')",2
"('days', 'prior')",2
"('requested', 'monthly')",2
"('decision', 'award')",2
"('decision', 'letter')",2
"('denied', 'head')",2
"('160008834', 'contains')",2
"('denied', 'failed')",2
"('requested', 'applicant')",2
"('001', 'amp')",2
"('year', 'therefore')",2
"('denied', 'consider')",2
"('160022042', 'review')",2
"('4', '800')",2
"('therefore', 'city')",2
"('160038787', 'request')",2
"('demonstrate', 'sufficient')",2
"('therefore', 'deny')",2
"('160041565', '160038787')",2
"('1', '038')",2
"('demonstrate', 'dark')",2
"('year', 'dark')",2
"('4', 'lines')",2
"('definitions', 'apply')",2
"('surcharge', 'matchmaker')",2
"('deemed', 'non')",2
"('connections', 'treated')",2
"('200', 'per')",2
"('response', 'vendor')",2
"('circumstances', 'mitigates')",2
"('17003982', '17003983')",2
"('17003983', '17003984')",2
"('470', 'actions')",2
"('17003984', '17003987')",2
"('470', 'current')",2
"('rico', 'certified')",2
"('changes', 'must')",2
"('changes', 'mr2')",2
"('changed', 'yes')",2
"('changed', 'spin')",2
"('rico', 'funded')",2
"('changed', '921')",2
"('times', 'costly')",2
"('changed', '911')",2
"('changed', '808')",2
"('call', 'restriction')",2
"('470', 'selecting')",2
"('calling', 'features')",2
"('470', 'data')",2
"('sufficient', 'cost')",2
"('29', '2016')",2
"('submitted', 'providers')",2
"('ca', 'llc')",2
"('chose', 'cost')",2
"('470', '160008834')",2
"('choice', 'bid')",2
"('rfp', 'contains')",2
"('470', '160022042')",2
"('rfp', 'evaluation')",2
"('470', 'usac')",2
"('center', 'sch')",2
"('17003977', '17003979')",2
"('29', 'lines')",2
"('17003979', '17003980')",2
"('cable', 'business')",2
"('sch', 'entity')",2
"('rfp', 'similar')",2
"('17003980', '17003982')",2
"('scale', 'correspondence')",2
"('chargeable', 'service')",2
"('charge', 'toll')",2
"('calls', 'toll')",2
"('470', 'proficient')",2
"('470', 'initiated')",2
"('17004009', '17004010')",2
"('changed', '06')",2
"('17004012', '17008813')",2
"('rules', 'state')",2
"('change', 'operational')",2
"('28', 'month')",2
"('cellco', 'listed')",2
"('certified', 'pr')",2
"('17004010', '17004012')",2
"('06', '30')",2
"('17004001', '17004003')",2
"('17004008', '17004009')",2
"('certification', 'entity')",2
"('total', '60')",2
"('17004007', '17004008')",2
"('centro', 'tecnologico')",2
"('rules', 'number')",2
"('17004005', '17004007')",2
"('17004004', '17004005')",2
"('17004003', '17004004')",2
"('changed', '12')",2
"('17003987', '17003988')",2
"('window', 'since')",2
"('17003988', '17003990')",2
"('changed', '564')",2
"('17003990', '17003991')",2
"('changed', '532')",2
"('rulerequirement', 'frn')",2
"('canada', 'minimum')",2
"('470', 'mr1')",2
"('17003991', '17003992')",2
"('cannot', 'face')",2
"('cannot', 'penalized')",2
"('470', 'inquiries')",2
"('changed', '4')",2
"('17003992', '17003995')",2
"('changed', '160041565')",2
"('17003995', '17003996')",2
"('17003996', '17003997')",2
"('17003997', '17004001')",2
"('cannot', 'involved')",2
"('chosen', 'two')",2
"('470', 'timing')",2
"('commission', 'guidance')",2
"('review', 'bid')",2
"('17003968', '17003969')",2
"('return', 'business')",2
"('reverendo', 'pablo')",2
"('16072034', 'meet')",2
"('competing', 'bid')",2
"('compared', 'prices')",2
"('review', 'application')",2
"('bus', '2')",2
"('communications', 'llc')",2
"('communications', 'co')",2
"('completed', 'prior')",2
"('communication', 'inc')",2
"('communicated', 'service')",2
"('commitment', 'operational')",2
"('school', 'combined')",2
"('bus', 'inside')",2
"('commitment', 'decision')",2
"('commitment', 'charge')",2
"('commercially', 'stated')",2
"('commercial', 'vendors')",2
"('complete', 'review')",2
"('17003967', '17003968')",2
"('17003969', '17003970')",2
"('connection', 'criterions')",2
"('connection', 'windstream')",2
"('responsive', 'pricing')",2
"('17003963', '17003964')",2
"('3', '1')",2
"('transport', 'bundled')",2
"('connection', 'since')",2
"('responsive', 'specifications')",2
"('responsive', 'specs')",2
"('connection', 'frn')",2
"('responsive', 'stated')",2
"('16060393', 'meet')",2
"('17003964', '17003965')",2
"('connection', 'applicant’s')",2
"('17003965', '17003966')",2
"('connection', 'applicant')",2
"('16060391', '16060393')",2
"('restricted', '3rd')",2
"('17003966', '17003967')",2
"('support', '2')",2
"('support', '1')",2
"('combined', 'download')",2
"('center', 'wait')",2
"('17003970', '17003971')",2
"('business', '2')",2
"('review', 'present')",2
"('close', 'fcc')",2
"('467', '50')",2
"('17003973', '17003974')",2
"('website', 'program')",2
"('review', 'proficient')",2
"('school', 'closing')",2
"('city', 'san')",2
"('closed', 'student')",2
"('053', '64')",2
"('17003972', '17003973')",2
"('city', 'apply')",2
"('closing', 'documentation')",2
"('website', 'time')",2
"('review', 'must')",2
"('17003975', '17003977')",2
"('circumstances', 'review')",2
"('codified', 'ysleta')",2
"('circumstances', 'selected')",2
"('cited', 'establishingform')",2
"('17003974', '17003975')",2
"('business', 'llc')",2
"('reviewed', 'demonstrates')",2
"('business', 'broadband')",2
"('co', 'added')",2
"('17003971', '17003972')",2
"('bus', 'mr1')",2
"('000', 'per')",1
"('payment', 'collection')",1
"('outside', 'funding')",1
"('total', 'full')",1
"('payment', '25')",1
"('telephone', 'service')",1
"('telephone', 'lines')",1
"('texting', '80')",1
"('texting', 'deduction')",1
"('ph', 'companion')",1
"('text', 'data')",1
"('tree', '50')",1
"('00', 'ineligible')",1
"('trails', 'elem')",1
"('text', 'ineligible')",1
"('telephone', '11')",1
"('text', 'cost')",1
"('totaling', '2')",1
"('pesas', 'centro')",1
"('township', 'failed')",1
"('period', 'inclusive')",1
"('text', 'instant')",1
"('text', 'amp')",1
"('traffic', 'ineligible')",1
"('payment', 'associated')",1
"('text', '5')",1
"('1', '666')",1
"('usage', 'non')",1
"('term', 'option')",1
"('transmission', 'verizon')",1
"('period', 'services')",1
"('transmission', 'microwave')",1
"('1', '672')",1
"('package', '149')",1
"('unsupported', 'charges')",1
"('tyh', 'communication')",1
"('txt', '10gb')",1
"('unlimited', 'ineligible')",1
"('tierras', 'nuevas')",1
"('unlimited', 'internet')",1
"('unlimited', 'justified')",1
"('unlimited', 'mobile')",1
"('two', 'funding')",1
"('1', '684')",1
"('timing', 'inquiry')",1
"('tlk', 'txt')",1
"('tier', '1')",1
"('unlimited', 'wi')",1
"('thus', 'place')",1
"('unsubstantiated', 'cost')",1
"('type', 'data')",1
"('time', 'charges')",1
"('unlimited', 'global')",1
"('type', 'since')",1
"('unknown', 'ineligible')",1
"('unl', 'msg')",1
"('unit', 'recurring')",1
"('times', 'applicant')",1
"('1', '746')",1
"('00', 'one')",1
"('type', 'frn1799075817')",1
"('time', 'date')",1
"('1', '7')",1
"('type', 'error')",1
"('unlimited', 'data')",1
"('time', 'period')",1
"('time', 'labor')",1
"('1', '768')",1
"('thus', 'obligated')",1
"('upgrade', 'fee')",1
"('thecontract', 'expiration')",1
"('thus', 'failed')",1
"('trunking', 'trunk')",1
"('trunk', 'remote')",1
"('trunk', 'overflow')",1
"('performing', '“mini')",1
"('truconnect', 'interstate')",1
"('pages', 'vendor')",1
"('total', '100')",1
"('path', 'internet')",1
"('therefore', 'addendum')",1
"('paec', 'de')",1
"('package', '75')",1
"('penteledata', 'limited')",1
"('usage', '313')",1
"('usage', 'cellular')",1
"('usage', 'charges')",1
"('00', 'unlimited')",1
"('parcelas', 'márques')",1
"('usac', 'web')",1
"('usa', 'inc')",1
"('per', 'state')",1
"('uploaded', 'modified')",1
"('two', 'additional')",1
"('partnership', 'added')",1
"('tomorrow', 'ecot')",1
"('00', 'property')",1
"('tony', 'hagans')",1
"('tv', 'service')",1
"('third', 'party')",1
"('partnership', 'spin')",1
"('perform', 'mini')",1
"('00', 'messaging')",1
"('00', 'since')",1
"('party', 'documentation')",1
"('part', 'single')",1
"('request', 'dataconnect')",1
"('use', 'frn')",1
"('name', 'requested')",1
"('must', 'provide')",1
"('must', 'ready')",1
"('n', 'contract')",1
"('name', 'bus')",1
"('name', 'caller')",1
"('name', 'modified')",1
"('narrative', 'form')",1
"('must', 'post')",1
"('narrative', 'line')",1
"('nation', '900')",1
"('national', 'da')",1
"('nationwide', 'business')",1
"('nationwide', 'email')",1
"('1', 'lines')",1
"('must', 'posted')",1
"('must', 'listed')",1
"('need', 'case')",1
"('wireless', 'cellular')",1
"('msd', 'lawrence')",1
"('msg', '10')",1
"('msg', 'allowance')",1
"('00', '27')",1
"('wireless', 'internet')",1
"('wireless', 'date')",1
"('multiple', 'vendors')",1
"('1', 'network')",1
"('wireless', 'cell')",1
"('wire', 'protection')",1
"('1', 'providers')",1
"('00', '273')",1
"('windstream', 'service')",1
"('must', 'corrected')",1
"('necesseray', 'component')",1
"('needed', 'support')",1
"('mresc', 'since')",1
"('non', 'educational')",1
"('warranty', 'fiber')",1
"('warranty', '1')",1
"('warner', 'provided')",1
"('non', 'duplication')",1
"('warner', 'also')",1
"('wan', 'indicator')",1
"('waiting', 'ineligible')",1
"('nif', 'internet')",1
"('waiting', 'id')",1
"('waiting', 'caller')",1
"('waiting', 'bus')",1
"('waiting', '13')",1
"('w', 'vvm')",1
"('w', 'rollover')",1
"('00', '3')",1
"('web', '30')",1
"('1', 'g')",1
"('new', 'form')",1
"('1', 'fiber')",1
"('negotiated', 'signed')",1
"('net', 'communications')",1
"('windstream', 'awarded')",1
"('wifi', 'hotspot')",1
"('wi', 'police')",1
"('well', 'vendor')",1
"('new', 'jersey')",1
"('1', 'circuit')",1
"('well', 'quality')",1
"('new', 'frns')",1
"('new', 'generation')",1
"('well', 'addendum')",1
"('website', 'www')",1
"('without', 'data')",1
"('mresc', 'resulted')",1
"('outlined', 'monetary')",1
"('mr1', 'thecontract')",1
"('0', '75')",1
"('0', 'frn0799075817')",1
"('“bids', 'applicants')",1
"('0', 'one')",1
"('00', '00')",1
"('“', 'although')",1
"('mr1', 'type')",1
"('“mini', 'bid”')",1
"('mr1', 'voice')",1
"('00', '10')",1
"('yeshiva', 'chok')",1
"('yes', 'self')",1
"('mr2', 'applicant')",1
"('mr2', 'data')",1
"('“long', 'distance')",1
"('0', '62')",1
"('year', 'renewals')",1
"('mr1', 'recipient')",1
"('”', 'thus')",1
"('mr1', 'per')",1
"('0', '28')",1
"('”', 'specifically')",1
"('mr1', 'purpose')",1
"('”', 'asked')",1
"('”', 'adhere')",1
"('“or', 'equivalent')",1
"('”', 'addition')",1
"('0', '36')",1
"('“the', 'service')",1
"('“the', 'rfp')",1
"('“proposals', 'received')",1
"('mr1', 'request')",1
"('00', '1154')",1
"('mr2', 'line')",1
"('mresc', '470')",1
"('mr4', 'monthly')",1
"('mr3', 'monthly')",1
"('mr3', 'nslp')",1
"('mr4', 'amount')",1
"('work', 'concurrently')",1
"('mr4', 'contract')",1
"('mr4', 'frn')",1
"('mr5', 'total')",1
"('worksheet', 'shows')",1
"('words', '“or')",1
"('without', 'evaluation')",1
"('without', 'establishing')",1
"('mr6', 'amount')",1
"('mrc', '40')",1
"('mrc', 'agree')",1
"('worksheet', 'demonstrate')",1
"('worksheet', 'usac')",1
"('year', 'place')",1
"('www', 'azlibrary')",1
"('year', 'manufactures')",1
"('00', '160')",1
"('mr2', 'number')",1
"('year', '2016')",1
"('mr2', 'purpose')",1
"('mr2', 'recipient')",1
"('wrong', 'service')",1
"('00', '200')",1
"('mr2', 'total')",1
"('mr2', 'type')",1
"('written', 'years')",1
"('mr2', 'wan')",1
"('written', 'contract')",1
"('mr3', 'ben')",1
"('non', 'recurring')",1
"('w', 'rollervoer')",1
"('vvm', '40')",1
"('valley', 'instructional')",1
"('operations', 'services')",1
"('value', '300')",1
"('value', '25')",1
"('operations', 'split')",1
"('value', '160014210')",1
"('operations', 'substantially')",1
"('validation', 'requested')",1
"('operations', 'requested')",1
"('validation', 'parent')",1
"('option', '84')",1
"('option', 'amp')",1
"('validation', 'make')",1
"('validation', 'cost')",1
"('validating', 'parent')",1
"('value', '3gb')",1
"('value', 'basic')",1
"('option', 'based')",1
"('operations', 'based')",1
"('operation', 'fiber')",1
"('operation', 'requested')",1
"('vendors', 'amp')",1
"('operational', 'services')",1
"('operations', '1699144112')",1
"('vendor', 'responses')",1
"('vendor', 'mr1')",1
"('value', 'iphone')",1
"('00', '56')",1
"('vendor', 'bill')",1
"('vendor', '504')",1
"('operations', 'ineligible')",1
"('velocity', 'net')",1
"('value', 'plan')",1
"('validating', 'entities')",1
"('option', 'comparison')",1
"('voip', 'mr1')",1
"('used', 'select')",1
"('1', '840')",1
"('order', 'ensure')",1
"('1', '800')",1
"('1', '774')",1
"('00', '8')",1
"('oregon', 'description')",1
"('00', '9')",1
"('1', '9')",1
"('used', 'backup')",1
"('00', 'additional')",1
"('use', 'ineligible')",1
"('otc', '699')",1
"('otc', 'agree')",1
"('outage', 'might')",1
"('utilized', 'premise')",1
"('v2', 'ventures')",1
"('validating', 'eligibility')",1
"('validate', 'entity')",1
"('validate', 'student')",1
"('validate', 'products')",1
"('validate', 'internet')",1
"('1', '964')",1
"('option', 'fee')",1
"('validate', 'funding')",1
"('option', 'mr1')",1
"('1', '90')",1
"('00', '7')",1
"('option', 'solution')",1
"('option', 'two')",1
"('valentín', 'ii')",1
"('valentín', 'entity')",1
"('1', '929')",1
"('vendors', 'documentation')",1
"('open', 'therefore')",1
"('1', '983')",1
"('number', 'listed')",1
"('number', 'change')",1
"('voice', 'interconnected')",1
"('number', 'current')",1
"('voice', '250')",1
"('virtual', 'instruction')",1
"('virginia', 'llc')",1
"('violation', 'msd')",1
"('number', 'ccc')",1
"('00', '48')",1
"('00', '519')",1
"('00', '55')",1
"('number', 'n')",1
"('violated', '15')",1
"('number', 'request')",1
"('number', 'cell')",1
"('number', 'bids')",1
"('online', 'llc')",1
"('voicelocal', 'phone')",1
"('voip', 'lines')",1
"('voip', '150')",1
"('voicemail', 'services')",1
"('voicemail', 'recovery')",1
"('voicemail', 'hardware')",1
"('voicemail', '2')",1
"('nslp', 'dr2')",1
"('voice', 'long')",1
"('voice', 'without')",1
"('nspl', 'student')",1
"('nuevas', 'biblioteca')",1
"('00', '4200')",1
"('number', '143048275')",1
"('number', '814')",1
"('viii', 'mi')",1
"('viii', 'llc')",1
"('video', 'messaging')",1
"('office', 'meet')",1
"('ventures', 'place')",1
"('occur', 'primary')",1
"('offered', 'dark')",1
"('offered', 'zayo')",1
"('offering', 'violates')",1
"('offerings', 'violates')",1
"('oklahoma', 'telcom')",1
"('number', 'total')",1
"('old', 'value')",1
"('olivera', 'school')",1
"('one', '15')",1
"('one', '35')",1
"('one', 'narrative')",1
"('one', 'year')",1
"('verification', 'entity')",1
"('verify', 'competitively')",1
"('verify', 'frns')",1
"('verizon', 'business')",1
"('verizon', 'new')",1
"('verizon', 'online')",1
"('verizon', 'sprint')",1
"('verizon', 'virginia')",1
"('obligated', 'perform')",1
"('numbers', 'oc')",1
"('numbers', 'local')",1
"('number', 'voip')",1
"('via', 'isdn')",1
"('via', 'solicitation')",1
"('vic2', '4fxo')",1
"('vic3', '2fxs')",1
"('video', 'conference')",1
"('via', 'copper')",1
"('prior', 'experience')",1
"('telecommunications', 'llc')",1
"('school', 'mr1')",1
"('pursue', 'dark')",1
"('quantity', '284')",1
"('school', 'time')",1
"('school', 'students')",1
"('school', 'similarly')",1
"('school', 'pre')",1
"('school', 'per')",1
"('question', 'lit')",1
"('05', 'month')",1
"('school', 'management')",1
"('school', 'library')",1
"('school', 'internet')",1
"('school', 'frn')",1
"('school', 'failed')",1
"('questions', 'fiber')",1
"('1', '195')",1
"('purposes', 'ineligible')",1
"('purchasing', 'agreement')",1
"('providers', 'performing')",1
"('secondary', 'backup')",1
"('providers', 'properly')",1
"('section', 'fcc')",1
"('1', '199')",1
"('section', 'contract')",1
"('secondary', 'locations')",1
"('secondary', 'location')",1
"('providers', 'services')",1
"('secondary', 'back')",1
"('purchase', 'services')",1
"('seca', 'biblioteca')",1
"('providing', 'internet')",1
"('providing', 'products')",1
"('provision', 'additional')",1
"('provisioned', 'internet')",1
"('schools', 'receiving')",1
"('pueblo', 'city')",1
"('quick', 'messaging')",1
"('qwest', 'loyal')",1
"('ral', '171')",1
"('rules', 'cellular')",1
"('rules', 'mr2')",1
"('rules', 'mobile')",1
"('rules', 'list')",1
"('rules', 'determined')",1
"('rules', 'cost')",1
"('1', '163')",1
"('07', '24')",1
"('rules', 'broadband')",1
"('ral', 'changes')",1
"('rules', 'accordingly')",1
"('ready', 'accept')",1
"('rules', '470')",1
"('rpf', 'indicated')",1
"('router', 'cellular')",1
"('1', '16')",1
"('rollover', 'data')",1
"('rules', 'price')",1
"('rules', 'products')",1
"('rules', 'program')",1
"('060', '16')",1
"('school', 'agree')",1
"('school', '22321')",1
"('school', '16084390')",1
"('1', '17')",1
"('satélite', 'tierras')",1
"('rate', '250')",1
"('satélite', 'sabana')",1
"('satélite', 'parcelas')",1
"('satélite', 'guayaney')",1
"('rate', 'plan')",1
"('rate', 'plans')",1
"('satélite', 'cantera')",1
"('sabana', 'seca')",1
"('059', '12')",1
"('rules', 'request')",1
"('04', 'service')",1
"('select', 'service')",1
"('service', 'mresc')",1
"('provider', 'cvin')",1
"('provider', 'bny')",1
"('service', 'expiration')",1
"('service', 'every')",1
"('provider', 'county')",1
"('provider', 'cox')",1
"('service', 'evaluation')",1
"('service', 'entities')",1
"('service', 'enhanced')",1
"('provider', 'additionally')",1
"('service', 'directly')",1
"('service', 'despite')",1
"('service', 'dark')",1
"('service', 'contained')",1
"('service', 'chargeable')",1
"('service', 'associated')",1
"('provider', 'however')",1
"('service', 'following')",1
"('provider', '2')",1
"('selected', 'awarded')",1
"('04', '01')",1
"('provided', 'vendor')",1
"('service', 'mr2')",1
"('service', 'mr1')",1
"('provider', '1')",1
"('provider', '11')",1
"('provider', '143000677')",1
"('provider', '143001197')",1
"('service', 'leased')",1
"('provider', '143048275')",1
"('service', 'interconnected')",1
"('service', 'institutions')",1
"('service', 'indicated')",1
"('service', 'including')",1
"('provider', '143028369')",1
"('service', 'included')",1
"('04', '2015')",1
"('provider', 'mobile')",1
"('provider', 'must')",1
"('provider', 'penteledata')",1
"('service', '134')",1
"('provider', 'velocity')",1
"('service', '175')",1
"('providers', '7')",1
"('service', '170')",1
"('service', '1699144908')",1
"('service', '150')",1
"('providers', 'awarded')",1
"('service', '114')",1
"('service', 'applicant')",1
"('1', '20')",1
"('providers', 'determine')",1
"('seneca', 'family')",1
"('04', 'mo')",1
"('selected', 'without')",1
"('selected', 'via')",1
"('selected', 'dark')",1
"('provider', 'v2')",1
"('service', '200')",1
"('service', '215')",1
"('1', '200')",1
"('service', 'android')",1
"('service', 'amount')",1
"('service', 'agree')",1
"('service', '750')",1
"('provider', 'plateau')",1
"('service', '506')",1
"('service', '500')",1
"('service', '449')",1
"('provider', 'provide')",1
"('1', '2010')",1
"('service', '415')",1
"('service', '3948')",1
"('service', '2g')",1
"('service', '25')",1
"('provider', 'supporting')",1
"('receive', 'support')",1
"('rollover', '29')",1
"('rollervoer', 'data')",1
"('removing', 'ineligible')",1
"('requested', 'reduced')",1
"('requested', 'recurring')",1
"('removed', 'application')",1
"('removed', 'fcc')",1
"('requested', 'internal')",1
"('removed', 'ineligibles')",1
"('requested', 'implemented')",1
"('requested', 'form')",1
"('requested', 'removing')",1
"('1', '040')",1
"('renewals', 'therefore')",1
"('requested', 'correct')",1
"('requested', 'category')",1
"('requested', 'basic')",1
"('request', '1')",1
"('requested', '3')",1
"('removed', 'agree')",1
"('requested', 'required')",1
"('received', 'choose')",1
"('remove', 'costs')",1
"('remove', '22012')",1
"('requesting', 'services')",1
"('1', '035')",1
"('requesting', 'recurring')",1
"('requesting', 'duplicative')",1
"('remove', 'charges')",1
"('requested', 'validation')",1
"('1', '103')",1
"('requested', 'review')",1
"('remove', 'products')",1
"('requested', 'validating')",1
"('requested', 'show')",1
"('requested', 'several')",1
"('remove', 'service')",1
"('requested', 'service')",1
"('removed', '4')",1
"('request', 'wifi')",1
"('request', 'vpn')",1
"('request', 'split')",1
"('request', 'facility')",1
"('request', 'g')",1
"('request', 'funding')",1
"('request', 'four')",1
"('request', 'firewall')",1
"('1', '100')",1
"('request', 'chargeable')",1
"('request', 'failover')",1
"('request', 'enterprise')",1
"('request', '3')",1
"('1', '060')",1
"('request', 'cost')",1
"('request', 'dr3')",1
"('request', 'distance')",1
"('request', 'dish')",1
"('request', 'custom')",1
"('request', 'disaster')",1
"('request', 'c2901')",1
"('request', 'broadband')",1
"('request', 'jetpacks')",1
"('request', 'load')",1
"('request', '923')",1
"('request', 'signed')",1
"('request', 'additional')",1
"('request', 'school')",1
"('request', 'remote')",1
"('1', '059')",1
"('request', 'portable')",1
"('request', 'mr3')",1
"('request', 'mpls')",1
"('request', 'monthly')",1
"('request', 'asked')",1
"('request', 'associated')",1
"('request', 'modified')",1
"('request', 'messaging')",1
"('request', 'avpn')",1
"('requests', 'require')",1
"('relocation', 'cost')",1
"('requests', 'section')",1
"('recovery', 'services')",1
"('08', '4')",1
"('08', 'per')",1
"('review', 'indicated')",1
