,frn,fcdl_comment_cleaned,fcdl_comment_array,trigram_array,fixed_category
387,1699061925,dr1 vendor selection documentation provided created fcc form 471 certification filed vendor evaluation process must completed prior certification fcc form 471,"['dr1', 'vendor', 'selection', 'documentation', 'provided', 'created', 'fcc', 'form', '471', 'certification', 'filed', 'vendor', 'evaluation', 'process', 'must', 'completed', 'prior', 'certification', 'fcc', 'form', '471']","Counter({('fcc', 'form', '471'): 2, ('dr1', 'vendor', 'selection'): 1, ('vendor', 'selection', 'documentation'): 1, ('selection', 'documentation', 'provided'): 1, ('documentation', 'provided', 'created'): 1, ('provided', 'created', 'fcc'): 1, ('created', 'fcc', 'form'): 1, ('form', '471', 'certification'): 1, ('471', 'certification', 'filed'): 1, ('certification', 'filed', 'vendor'): 1, ('filed', 'vendor', 'evaluation'): 1, ('vendor', 'evaluation', 'process'): 1, ('evaluation', 'process', 'must'): 1, ('process', 'must', 'completed'): 1, ('must', 'completed', 'prior'): 1, ('completed', 'prior', 'certification'): 1, ('prior', 'certification', 'fcc'): 1, ('certification', 'fcc', 'form'): 1})",
388,1699063727,dr1 frn denied due documentation provided response administrator’s pattern analysis information request,"['dr1', 'frn', 'denied', 'due', 'documentation', 'provided', 'response', 'administrator’s', 'pattern', 'analysis', 'information', 'request']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'due'): 1, ('denied', 'due', 'documentation'): 1, ('due', 'documentation', 'provided'): 1, ('documentation', 'provided', 'response'): 1, ('provided', 'response', 'administrator’s'): 1, ('response', 'administrator’s', 'pattern'): 1, ('administrator’s', 'pattern', 'analysis'): 1, ('pattern', 'analysis', 'information'): 1, ('analysis', 'information', 'request'): 1})",
391,1699142017,dr1 new frn split frn 1699062961 frn denied service requested ineligible items cannot receive funding frn contains following ineligible product service print charges inside wire maintenance caller id deluxe press box fax unlisted,"['dr1', 'new', 'frn', 'split', 'frn', '1699062961', 'frn', 'denied', 'service', 'requested', 'ineligible', 'items', 'cannot', 'receive', 'funding', 'frn', 'contains', 'following', 'ineligible', 'product', 'service', 'print', 'charges', 'inside', 'wire', 'maintenance', 'caller', 'id', 'deluxe', 'press', 'box', 'fax', 'unlisted']","Counter({('dr1', 'new', 'frn'): 1, ('new', 'frn', 'split'): 1, ('frn', 'split', 'frn'): 1, ('split', 'frn', '1699062961'): 1, ('frn', '1699062961', 'frn'): 1, ('1699062961', 'frn', 'denied'): 1, ('frn', 'denied', 'service'): 1, ('denied', 'service', 'requested'): 1, ('service', 'requested', 'ineligible'): 1, ('requested', 'ineligible', 'items'): 1, ('ineligible', 'items', 'cannot'): 1, ('items', 'cannot', 'receive'): 1, ('cannot', 'receive', 'funding'): 1, ('receive', 'funding', 'frn'): 1, ('funding', 'frn', 'contains'): 1, ('frn', 'contains', 'following'): 1, ('contains', 'following', 'ineligible'): 1, ('following', 'ineligible', 'product'): 1, ('ineligible', 'product', 'service'): 1, ('product', 'service', 'print'): 1, ('service', 'print', 'charges'): 1, ('print', 'charges', 'inside'): 1, ('charges', 'inside', 'wire'): 1, ('inside', 'wire', 'maintenance'): 1, ('wire', 'maintenance', 'caller'): 1, ('maintenance', 'caller', 'id'): 1, ('caller', 'id', 'deluxe'): 1, ('id', 'deluxe', 'press'): 1, ('deluxe', 'press', 'box'): 1, ('press', 'box', 'fax'): 1, ('box', 'fax', 'unlisted'): 1})",
429,1699067236,dr1 frn denied since frn requesting maintenance operation associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'maintenance', 'operation', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'maintenance'): 1, ('requesting', 'maintenance', 'operation'): 1, ('maintenance', 'operation', 'associated'): 1, ('operation', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
441,1699070475,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied mr1 frn changed month month service contractual products services agree documentation provided review fcc form 471 application mr2 frn modified dark fiber lit fiber agree applicant documentation,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied', 'mr1', 'frn', 'changed', 'month', 'month', 'service', 'contractual', 'products', 'services', 'agree', 'documentation', 'provided', 'review', 'fcc', 'form', '471', 'application', 'mr2', 'frn', 'modified', 'dark', 'fiber', 'lit', 'fiber', 'agree', 'applicant', 'documentation']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1, ('frn', 'denied', 'mr1'): 1, ('denied', 'mr1', 'frn'): 1, ('mr1', 'frn', 'changed'): 1, ('frn', 'changed', 'month'): 1, ('changed', 'month', 'month'): 1, ('month', 'month', 'service'): 1, ('month', 'service', 'contractual'): 1, ('service', 'contractual', 'products'): 1, ('contractual', 'products', 'services'): 1, ('products', 'services', 'agree'): 1, ('services', 'agree', 'documentation'): 1, ('agree', 'documentation', 'provided'): 1, ('documentation', 'provided', 'review'): 1, ('provided', 'review', 'fcc'): 1, ('review', 'fcc', 'form'): 1, ('fcc', 'form', '471'): 1, ('form', '471', 'application'): 1, ('471', 'application', 'mr2'): 1, ('application', 'mr2', 'frn'): 1, ('mr2', 'frn', 'modified'): 1, ('frn', 'modified', 'dark'): 1, ('modified', 'dark', 'fiber'): 1, ('dark', 'fiber', 'lit'): 1, ('fiber', 'lit', 'fiber'): 1, ('lit', 'fiber', 'agree'): 1, ('fiber', 'agree', 'applicant'): 1, ('agree', 'applicant', 'documentation'): 1})",
442,1699070503,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied mr1 frn changed month month service contractual products service agree documentation provided review fcc form 471 application mr2 frn modified dark fiber lit fiber agree applicant documentation mr3 frn modified 1 440 per month 750 one time charges 1 200 per month agree applicant documentation mr4 amount funding request changed 750 one time charge 0 one time charge remove ineligible product service 750 one time charge outside funding year,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied', 'mr1', 'frn', 'changed', 'month', 'month', 'service', 'contractual', 'products', 'service', 'agree', 'documentation', 'provided', 'review', 'fcc', 'form', '471', 'application', 'mr2', 'frn', 'modified', 'dark', 'fiber', 'lit', 'fiber', 'agree', 'applicant', 'documentation', 'mr3', 'frn', 'modified', '1', '440', 'per', 'month', '750', 'one', 'time', 'charges', '1', '200', 'per', 'month', 'agree', 'applicant', 'documentation', 'mr4', 'amount', 'funding', 'request', 'changed', '750', 'one', 'time', 'charge', '0', 'one', 'time', 'charge', 'remove', 'ineligible', 'product', 'service', '750', 'one', 'time', 'charge', 'outside', 'funding', 'year']","Counter({('750', 'one', 'time'): 3, ('one', 'time', 'charge'): 3, ('agree', 'applicant', 'documentation'): 2, ('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1, ('frn', 'denied', 'mr1'): 1, ('denied', 'mr1', 'frn'): 1, ('mr1', 'frn', 'changed'): 1, ('frn', 'changed', 'month'): 1, ('changed', 'month', 'month'): 1, ('month', 'month', 'service'): 1, ('month', 'service', 'contractual'): 1, ('service', 'contractual', 'products'): 1, ('contractual', 'products', 'service'): 1, ('products', 'service', 'agree'): 1, ('service', 'agree', 'documentation'): 1, ('agree', 'documentation', 'provided'): 1, ('documentation', 'provided', 'review'): 1, ('provided', 'review', 'fcc'): 1, ('review', 'fcc', 'form'): 1, ('fcc', 'form', '471'): 1, ('form', '471', 'application'): 1, ('471', 'application', 'mr2'): 1, ('application', 'mr2', 'frn'): 1, ('mr2', 'frn', 'modified'): 1, ('frn', 'modified', 'dark'): 1, ('modified', 'dark', 'fiber'): 1, ('dark', 'fiber', 'lit'): 1, ('fiber', 'lit', 'fiber'): 1, ('lit', 'fiber', 'agree'): 1, ('fiber', 'agree', 'applicant'): 1, ('applicant', 'documentation', 'mr3'): 1, ('documentation', 'mr3', 'frn'): 1, ('mr3', 'frn', 'modified'): 1, ('frn', 'modified', '1'): 1, ('modified', '1', '440'): 1, ('1', '440', 'per'): 1, ('440', 'per', 'month'): 1, ('per', 'month', '750'): 1, ('month', '750', 'one'): 1, ('one', 'time', 'charges'): 1, ('time', 'charges', '1'): 1, ('charges', '1', '200'): 1, ('1', '200', 'per'): 1, ('200', 'per', 'month'): 1, ('per', 'month', 'agree'): 1, ('month', 'agree', 'applicant'): 1, ('applicant', 'documentation', 'mr4'): 1, ('documentation', 'mr4', 'amount'): 1, ('mr4', 'amount', 'funding'): 1, ('amount', 'funding', 'request'): 1, ('funding', 'request', 'changed'): 1, ('request', 'changed', '750'): 1, ('changed', '750', 'one'): 1, ('time', 'charge', '0'): 1, ('charge', '0', 'one'): 1, ('0', 'one', 'time'): 1, ('time', 'charge', 'remove'): 1, ('charge', 'remove', 'ineligible'): 1, ('remove', 'ineligible', 'product'): 1, ('ineligible', 'product', 'service'): 1, ('product', 'service', '750'): 1, ('service', '750', 'one'): 1, ('time', 'charge', 'outside'): 1, ('charge', 'outside', 'funding'): 1, ('outside', 'funding', 'year'): 1})",
462,1699073735,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
464,1699145364,dr1 frn denied since frn requesting network equipment associated dark fiber request denied mr1 new frn split frn 1699145362 new frn contains following product service dark fiber network equipment,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'network', 'equipment', 'associated', 'dark', 'fiber', 'request', 'denied', 'mr1', 'new', 'frn', 'split', 'frn', '1699145362', 'new', 'frn', 'contains', 'following', 'product', 'service', 'dark', 'fiber', 'network', 'equipment']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'network'): 1, ('requesting', 'network', 'equipment'): 1, ('network', 'equipment', 'associated'): 1, ('equipment', 'associated', 'dark'): 1, ('associated', 'dark', 'fiber'): 1, ('dark', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1, ('request', 'denied', 'mr1'): 1, ('denied', 'mr1', 'new'): 1, ('mr1', 'new', 'frn'): 1, ('new', 'frn', 'split'): 1, ('frn', 'split', 'frn'): 1, ('split', 'frn', '1699145362'): 1, ('frn', '1699145362', 'new'): 1, ('1699145362', 'new', 'frn'): 1, ('new', 'frn', 'contains'): 1, ('frn', 'contains', 'following'): 1, ('contains', 'following', 'product'): 1, ('following', 'product', 'service'): 1, ('product', 'service', 'dark'): 1, ('service', 'dark', 'fiber'): 1, ('dark', 'fiber', 'network'): 1, ('fiber', 'network', 'equipment'): 1})",
487,1699077387,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year dr2 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year', 'dr2', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('frn', 'denied', 'funding'): 2, ('denied', 'funding', 'request'): 2, ('funding', 'request', 'duplicative'): 2, ('request', 'duplicative', 'current'): 2, ('duplicative', 'current', 'year'): 2, ('current', 'year', 'frn'): 2, ('year', 'frn', 'program'): 2, ('frn', 'program', 'rules'): 2, ('program', 'rules', 'prohibit'): 2, ('rules', 'prohibit', 'usac'): 2, ('prohibit', 'usac', 'funding'): 2, ('usac', 'funding', 'products'): 2, ('funding', 'products', 'services'): 2, ('products', 'services', 'location'): 2, ('services', 'location', 'funding'): 2, ('location', 'funding', 'year'): 2, ('dr1', 'frn', 'denied'): 1, ('funding', 'year', 'dr2'): 1, ('year', 'dr2', 'frn'): 1, ('dr2', 'frn', 'denied'): 1})",
488,1699077387,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year dr2 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year', 'dr2', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('frn', 'denied', 'funding'): 2, ('denied', 'funding', 'request'): 2, ('funding', 'request', 'duplicative'): 2, ('request', 'duplicative', 'current'): 2, ('duplicative', 'current', 'year'): 2, ('current', 'year', 'frn'): 2, ('year', 'frn', 'program'): 2, ('frn', 'program', 'rules'): 2, ('program', 'rules', 'prohibit'): 2, ('rules', 'prohibit', 'usac'): 2, ('prohibit', 'usac', 'funding'): 2, ('usac', 'funding', 'products'): 2, ('funding', 'products', 'services'): 2, ('products', 'services', 'location'): 2, ('services', 'location', 'funding'): 2, ('location', 'funding', 'year'): 2, ('dr1', 'frn', 'denied'): 1, ('funding', 'year', 'dr2'): 1, ('year', 'dr2', 'frn'): 1, ('dr2', 'frn', 'denied'): 1})",
489,1699116678,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
491,1699144273,dr1 new frn split frn 1699077557 frn denied product service requested ineligible items cannot receive funding frn contains following ineligible product service caller id number hunting inside wire maintenance non published services voicemail 45 min storage listed service foreign listing call restriction mr1 new frn split frn 1699077557 new frn contains following product service caller id number hunting inside wire maintenance non published services voicemail 45 min storage listed service caller id number listed service foreign listing call restriction caller id number,"['dr1', 'new', 'frn', 'split', 'frn', '1699077557', 'frn', 'denied', 'product', 'service', 'requested', 'ineligible', 'items', 'cannot', 'receive', 'funding', 'frn', 'contains', 'following', 'ineligible', 'product', 'service', 'caller', 'id', 'number', 'hunting', 'inside', 'wire', 'maintenance', 'non', 'published', 'services', 'voicemail', '45', 'min', 'storage', 'listed', 'service', 'foreign', 'listing', 'call', 'restriction', 'mr1', 'new', 'frn', 'split', 'frn', '1699077557', 'new', 'frn', 'contains', 'following', 'product', 'service', 'caller', 'id', 'number', 'hunting', 'inside', 'wire', 'maintenance', 'non', 'published', 'services', 'voicemail', '45', 'min', 'storage', 'listed', 'service', 'caller', 'id', 'number', 'listed', 'service', 'foreign', 'listing', 'call', 'restriction', 'caller', 'id', 'number']","Counter({('caller', 'id', 'number'): 4, ('service', 'caller', 'id'): 3, ('new', 'frn', 'split'): 2, ('frn', 'split', 'frn'): 2, ('split', 'frn', '1699077557'): 2, ('frn', 'contains', 'following'): 2, ('product', 'service', 'caller'): 2, ('id', 'number', 'hunting'): 2, ('number', 'hunting', 'inside'): 2, ('hunting', 'inside', 'wire'): 2, ('inside', 'wire', 'maintenance'): 2, ('wire', 'maintenance', 'non'): 2, ('maintenance', 'non', 'published'): 2, ('non', 'published', 'services'): 2, ('published', 'services', 'voicemail'): 2, ('services', 'voicemail', '45'): 2, ('voicemail', '45', 'min'): 2, ('45', 'min', 'storage'): 2, ('min', 'storage', 'listed'): 2, ('storage', 'listed', 'service'): 2, ('listed', 'service', 'foreign'): 2, ('service', 'foreign', 'listing'): 2, ('foreign', 'listing', 'call'): 2, ('listing', 'call', 'restriction'): 2, ('dr1', 'new', 'frn'): 1, ('frn', '1699077557', 'frn'): 1, ('1699077557', 'frn', 'denied'): 1, ('frn', 'denied', 'product'): 1, ('denied', 'product', 'service'): 1, ('product', 'service', 'requested'): 1, ('service', 'requested', 'ineligible'): 1, ('requested', 'ineligible', 'items'): 1, ('ineligible', 'items', 'cannot'): 1, ('items', 'cannot', 'receive'): 1, ('cannot', 'receive', 'funding'): 1, ('receive', 'funding', 'frn'): 1, ('funding', 'frn', 'contains'): 1, ('contains', 'following', 'ineligible'): 1, ('following', 'ineligible', 'product'): 1, ('ineligible', 'product', 'service'): 1, ('call', 'restriction', 'mr1'): 1, ('restriction', 'mr1', 'new'): 1, ('mr1', 'new', 'frn'): 1, ('frn', '1699077557', 'new'): 1, ('1699077557', 'new', 'frn'): 1, ('new', 'frn', 'contains'): 1, ('contains', 'following', 'product'): 1, ('following', 'product', 'service'): 1, ('listed', 'service', 'caller'): 1, ('id', 'number', 'listed'): 1, ('number', 'listed', 'service'): 1, ('call', 'restriction', 'caller'): 1, ('restriction', 'caller', 'id'): 1})",
499,1699078745,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
527,1699081429,mr1 approved submitted,"['mr1', 'approved', 'submitted']","Counter({('mr1', 'approved', 'submitted'): 1})",
528,1699081430,mr1 approved submitted,"['mr1', 'approved', 'submitted']","Counter({('mr1', 'approved', 'submitted'): 1})",
533,1699084783,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
534,1699084783,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
557,1699085845,dr1 7 29 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '7', '29', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '7', '29'): 1, ('7', '29', '2016'): 1, ('29', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
577,1699091828,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
578,1699092522,dr1 frn denied since frn requesting network equipment associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'network', 'equipment', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'network'): 1, ('requesting', 'network', 'equipment'): 1, ('network', 'equipment', 'associated'): 1, ('equipment', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
579,1699092522,dr1 frn denied since frn requesting network equipment associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'network', 'equipment', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'network'): 1, ('requesting', 'network', 'equipment'): 1, ('network', 'equipment', 'associated'): 1, ('equipment', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
580,1699092522,dr1 frn denied since frn requesting network equipment associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'network', 'equipment', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'network'): 1, ('requesting', 'network', 'equipment'): 1, ('network', 'equipment', 'associated'): 1, ('equipment', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
