trigram,count
"('offered', 'dark', 'fiber')",1
"('phone', 'service', 'voice')",1
"('price', 'available', 'another')",1
"('plans', 'per', 'fcc')",1
"('plans', 'ineligible', 'services')",1
"('oc', '1', 'lines')",1
"('offerings', 'violates', 'fcc')",1
"('mr2', 'type', 'connection')",1
"('mr1', 'thecontract', 'expiration')",1
"('month', 'mtm', 'services')",1
"('one', '15', 'mr2')",1
"('numbers', 'local', 'ld')",1
"('numbers', 'oc', '1')",1
"('pri', 'service', 'frontier')",1
"('month', 'mr2', 'frn')",1
"('obligated', 'perform', 'mini')",1
"('phone', 'service', 'frontier')",1
"('oc', '1', '2')",1
"('pri', 'service', 'time')",1
"('phone', 'services', 'documentation')",1
"('plans', '1', '195')",1
"('number', 'lines', 'modified')",1
"('phone', 'access', 'includes')",1
"('mr1', 'service', 'expiration')",1
"('phone', 'line', '15')",1
"('mr1', 'service', 'product')",1
"('mr2', 'wan', 'indicator')",1
"('old', 'value', '160014210')",1
"('number', 'lines', 'frn')",1
"('must', 'corrected', 'another')",1
"('nuevas', 'biblioteca', 'satélite')",1
"('phone', 'bill', 'cited')",1
"('phone', 'lines', 'amp')",1
"('oklahoma', 'telcom', 'llc')",1
"('phone', 'connection', 'charge')",1
"('oc', '1', 'fiber')",1
"('plan', '10', 'gb')",1
"('number', 'current', 'year')",1
"('office', 'meet', 'statutory')",1
"('number', 'name', 'bus')",1
"('monthly', 'bill', 'contract')",1
"('mr1', 'applicant', 'failed')",1
"('portion', 'share', 'data')",1
"('mr1', 'frn', '1699145568')",1
"('per', 'month', '11')",1
"('per', 'month', '103')",1
"('per', 'month', '102')",1
"('month', 'school', 'students')",1
"('pablo', 'valentín', 'entity')",1
"('per', 'month', '10')",1
"('mr1', 'local', 'long')",1
"('pablo', 'valentín', 'ii')",1
"('mr1', 'frn', '1699145569')",1
"('mr1', 'frn', '1699145570')",1
"('portion', 'basic', 'phone')",1
"('portion', 'cellular', 'amp')",1
"('mr1', 'frn', '1699145571')",1
"('portion', 'smartphone', 'line')",1
"('per', 'month', '110')",1
"('mr1', 'frn', '1699145572')",1
"('package', '149', '25')",1
"('mr1', 'frn', '1699145573')",1
"('mtm', 'contractual', 'products')",1
"('mtm', 'services', 'contractual')",1
"('mr1', 'frn', '1699145574')",1
"('package', '75', 'mb')",1
"('mr1', 'frn', '1699145575')",1
"('mtm', 'services', 'however')",1
"('mr1', 'frn', '1699145576')",1
"('per', 'mo', 'voice')",1
"('potential', 'bidder', 'listing')",1
"('possible', 'service', 'providers')",1
"('per', 'mo', 'long')",1
"('mr2', 'contract', 'award')",1
"('nationwide', 'email', 'amp')",1
"('open', 'therefore', 'frn')",1
"('mr1', 'fcc', 'form')",1
"('mresc', '470', '399520001238888')",1
"('mr1', 'direct', 'connection')",1
"('new', 'form', '470')",1
"('outage', 'might', 'occur')",1
"('portal', 'potential', 'vendors')",1
"('mr1', 'number', 'lines')",1
"('potential', 'bidders', 'violation')",1
"('mr1', 'nslp', 'modified')",1
"('mresc', 'resulted', 'award')",1
"('mr2', 'number', 'phone')",1
"('outlined', 'monetary', 'agreement')",1
"('outside', 'funding', 'year')",1
"('per', 'month', '17')",1
"('mresc', 'since', 'failed')",1
"('narrative', 'line', 'count')",1
"('mr1', 'frn', '1699145567')",1
"('potential', 'bidders', 'therefore')",1
"('nation', '900', 'rollover')",1
"('msd', 'lawrence', 'township')",1
"('national', 'da', 'amp')",1
"('per', 'month', '134')",1
"('msg', '10', 'mo')",1
"('mr1', 'frn', '1699073859')",1
"('mr1', 'frn', '1699143934')",1
"('per', 'month', '116')",1
"('mr1', 'frn', '1699145562')",1
"('per', 'month', '113')",1
"('msg', 'allowance', 'unl')",1
"('nationwide', 'business', 'plan')",1
"('mr1', 'frn', '1699145566')",1
"('mr1', 'frn', '1699145577')",1
"('month', 'service', 'provider')",1
"('necesseray', 'component', 'accept')",1
"('payment', '25', '46')",1
"('mr2', 'service', 'provider')",1
"('mr1', 'frn', '1699145583')",1
"('multiple', 'competing', 'bid')",1
"('mr1', 'frn', '1699145588')",1
"('post', 'information', 'e')",1
"('needed', 'verify', 'frns')",1
"('month', 'services', 'mtm')",1
"('payment', 'collection', '12')",1
"('payment', 'associated', 'dark')",1
"('mr2', 'frn', 'support')",1
"('mr1', 'frn', '1699145587')",1
"('multiple', 'competing', 'vendors')",1
"('mr1', 'frn', '1699145586')",1
"('part', 'single', 'school')",1
"('month', 'switched', 'multimegabit')",1
"('mr1', 'frn', '1699145581')",1
"('month', 'warranty', '1')",1
"('mr1', 'frn', '1699145585')",1
"('monthly', 'charge', '619')",1
"('mr1', 'frn', '1699145584')",1
"('needed', 'verify', 'competitively')",1
"('multiple', 'vendors', 'amp')",1
"('partnership', 'added', 'fcc')",1
"('needed', 'support', 'oc')",1
"('partnership', 'spin', '143004441')",1
"('mr2', 'line', 'count')",1
"('monthly', 'amount', '335')",1
"('posted', 'epc', 'therefore')",1
"('party', 'documentation', 'validating')",1
"('path', 'internet', 'tier')",1
"('posted', 'internal', 'connections')",1
"('mr1', 'frn', '1699145589')",1
"('penteledata', 'limited', 'partnership')",1
"('posted', 'internet', 'access')",1
"('per', 'mo', 'interconnected')",1
"('per', 'mo', 'data')",1
"('need', 'case', 'emergency')",1
"('mr1', 'ineligible', 'amount')",1
"('mr1', 'funding', 'request')",1
"('network', 'equipment', 'support')",1
"('posted', 'wrong', 'service')",1
"('mr1', 'frn', 'monthly')",1
"('per', 'line', '5')",1
"('mr1', 'frn', 'line')",1
"('per', 'line', '4')",1
"('network', 'equipment', 'however')",1
"('posted', 'usac', 'web')",1
"('mr1', 'frn', 'dark')",1
"('mr2', 'applicant', 'submit')",1
"('net', 'communications', 'inc')",1
"('paec', 'de', 'guayanilla')",1
"('posted', 'requested', 'basic')",1
"('plan', 'feature', 'ph')",1
"('negotiated', 'signed', 'state')",1
"('posted', 'made', 'available')",1
"('mr2', 'based', 'applicant’s')",1
"('mr1', 'frn', '1699145592')",1
"('mr1', 'frn', '1699145582')",1
"('per', 'circuit', 'totaling')",1
"('parent', 'child', 'status')",1
"('mr1', 'frn', '1699145591')",1
"('mr1', 'frn', '1699145590')",1
"('per', 'circuit', '5')",1
"('potential', 'ineligible', 'charges')",1
"('new', 'frn', '1699144703')",1
"('portal', 'devices', 'ineligible')",1
"('nif', 'internet', 'access')",1
"('month', 'oc', '3')",1
"('mr1', 'type', 'connection')",1
"('mr1', 'request', 'split')",1
"('per', 'state', 'law')",1
"('per', 'month', 'warranty')",1
"('per', 'month', 'reflect')",1
"('operations', 'based', 'supporting')",1
"('mr1', 'voice', 'line')",1
"('monthly', 'recurring', 'eligible')",1
"('per', 'month', 'oc')",1
"('operations', 'ineligible', 'use')",1
"('operations', 'requested', 'funding')",1
"('operations', 'services', 'bidders')",1
"('per', 'month', 'non')",1
"('operations', 'split', 'order')",1
"('police', 'fire', 'protection')",1
"('operations', 'substantially', 'different')",1
"('monthly', 'recurring', 'charges')",1
"('per', 'month', 'mr3')",1
"('name', 'brand', 'fcc')",1
"('monthly', 'quantity', 'number')",1
"('option', '84', '00')",1
"('option', 'amp', 'amp')",1
"('per', 'month', 'mr2')",1
"('per', 'month', 'mr1')",1
"('per', 'month', 'match')",1
"('per', 'month', 'cost')",1
"('name', 'bus', 'addl')",1
"('pots', 'violated', '15')",1
"('per', 'month', 'cellular')",1
"('points', 'program', 'rules')",1
"('operations', '1699144112', 'service')",1
"('pre', 'k', '17004779')",1
"('monthly', 'request', '3')",1
"('previously', 'denied', 'denied')",1
"('ph', 'companion', 'plan')",1
"('press', 'box', 'fax')",1
"('pesas', 'centro', 'tecnológico')",1
"('must', 'post', 'information')",1
"('mr1', 'cellular', 'voice')",1
"('period', 'services', 'filed')",1
"('non', 'recurring', '99')",1
"('monthly', 'unit', 'recurring')",1
"('monthly', 'truconnect', 'interstate')",1
"('period', 'inclusive', 'funding')",1
"('must', 'posted', 'made')",1
"('performing', '“mini', 'bid”')",1
"('perform', 'mini', 'bid')",1
"('percentage', 'frn', '1799112564')",1
"('must', 'provide', 'secondary')",1
"('must', 'ready', 'accept')",1
"('premium', '7', '99')",1
"('month', 'non', 'eligible')",1
"('non', 'educational', 'purposes')",1
"('percentage', 'frn', '1799112483')",1
"('operation', 'requested', 'frn')",1
"('premium', '13', '98')",1
"('percentage', 'frn', '1699138692')",1
"('premise', 'usage', 'ineligible')",1
"('premise', 'services', 'ineligible')",1
"('operational', 'services', 'agree')",1
"('premise', 'school', 'buses')",1
"('n', 'contract', 'award')",1
"('per', 'month', '89')",1
"('per', 'month', '840')",1
"('mr1', 'number', 'total')",1
"('per', 'month', '4')",1
"('mr4', 'contract', 'award')",1
"('oregon', 'description', 'cited')",1
"('port', 'high', 'speed')",1
"('mr4', 'frn', '1799044780')",1
"('mr4', 'monthly', 'recurring')",1
"('portable', 'device', 'ineligible')",1
"('original', 'frn', 'maintenance')",1
"('mr2', 'data', 'transmission')",1
"('original', 'frn', 'recurring')",1
"('potential', 'vendors', 'documentation')",1
"('otc', '699', '00')",1
"('otc', 'agree', 'applicant')",1
"('per', 'month', '400')",1
"('mr5', 'total', 'eligible')",1
"('mr6', 'amount', 'funding')",1
"('option', 'based', 'total')",1
"('portable', 'device', 'messaging')",1
"('new', 'frns', '1699144356')",1
"('per', 'month', '201')",1
"('mrc', '40', '00')",1
"('mrc', 'agree', 'applicant')",1
"('new', 'frn', 'one')",1
"('new', 'frn', 'fiber')",1
"('mr1', 'purpose', 'frn')",1
"('per', 'month', '2')",1
"('mr2', 'purpose', 'frn')",1
"('mr1', 'per', 'program')",1
"('potential', 'providers', 'properly')",1
"('narrative', 'form', '470')",1
"('new', 'frn', 'cable')",1
"('name', 'requested', 'products')",1
"('mr4', 'amount', 'funding')",1
"('name', 'modified', 'charter')",1
"('mr1', 'contract', 'name')",1
"('option', 'comparison', 'lit')",1
"('per', 'month', '84')",1
"('per', 'month', '750')",1
"('new', 'jersey', 'inc')",1
"('mr1', 'recipient', 'service')",1
"('month', 'plus', '3')",1
"('month', 'reflect', 'change')",1
"('mr3', 'monthly', 'recurring')",1
"('per', 'month', '74')",1
"('per', 'month', '695')",1
"('month', 'remove', 'charges')",1
"('mr2', 'recipient', 'service')",1
"('option', 'fee', '3')",1
"('option', 'mr1', 'recipients')",1
"('option', 'solution', 'cost')",1
"('option', 'two', 'additional')",1
"('per', 'month', '57')",1
"('monthly', 'quantity', '284')",1
"('mr3', 'nslp', 'modified')",1
"('monthly', 'one', 'time')",1
"('new', 'generation', 'christian')",1
"('pots', '930', 'month')",1
"('pooled', 'data', '1')",1
"('pop', 'service', 'directly')",1
"('per', 'month', '529')",1
"('per', 'month', '48')",1
"('order', 'ensure', 'fair')",1
"('name', 'caller', 'id')",1
"('per', 'month', '429')",1
"('pages', 'vendor', 'documentation')",1
"('requested', 'validation', 'cost')",1
"('prices', 'available', 'multiple')",1
"('split', 'frn', '1799107272')",1
"('state', 'awarded', 'multiple')",1
"('start', 'date', 'frn')",1
"('standard', 'user', 'seat')",1
"('srvc', 'discnt', 'funded')",1
"('srst', 'k9', 'vic2')",1
"('sprint', 'mobile', 'related')",1
"('split', 'frn', '699001259')",1
"('split', 'frn', '1799088626')",1
"('split', 'frn', '1699111337')",1
"('split', 'frn', '1799082550')",1
"('split', 'frn', '1799063158')",1
"('split', 'frn', '1799060241')",1
"('split', 'frn', '1799045070')",1
"('split', 'frn', '1699145362')",1
"('split', 'frn', '1699127772')",1
"('split', 'frn', '1699122426')",1
"('state', 'cooperative', 'purchasing')",1
"('state', 'date', 'changed')",1
"('state', 'law', 'item')",1
"('state', 'number', 'bids')",1
"('students', '164', 'nslp')",1
"('students', '138', 'nslp')",1
"('student', 'information', 'system')",1
"('student', 'enrollment', 'nslp')",1
"('student', 'counts', 'associated')",1
"('student', 'count', 'entity')",1
"('strands', 'intended', 'use')",1
"('status', 'entity', '16061731')",1
"('state’s', 'library', 'services')",1
"('states', 'district', 'plans')",1
"('statements', 'made', 'indicating')",1
"('stated', '“the', 'service')",1
"('stated', '“bids', 'applicants')",1
"('state', 'website', 'www')",1
"('state', 'oregon', 'description')",1
"('split', 'frn', '1699117409')",1
"('split', 'frn', '1699101541')",1
"('students', 'agree', 'applicant')",1
"('specifically', 'frn', 'cites')",1
"('spin', '143026181', 'mr2')",1
"('spin', '143025536', 'ec')",1
"('spin', '143004441', 'product')",1
"('speed', 'internet', 'dsl')",1
"('speed', 'commercially', 'available')",1
"('specifications', 'outlined', 'monetary')",1
"('specifically', 'rfp', 'stated')",1
"('specifically', 'following', 'technical')",1
"('split', 'frn', '1699090436')",1
"('specifically', 'following', 'contact')",1
"('specifically', 'failed', 'demonstrate')",1
"('specifically', 'contract', 'amendment')",1
"('specifically', 'applicant', 'included')",1
"('specifically', 'applicant', 'failed')",1
"('specific', 'products', 'services')",1
"('special', 'construction', 'solutions')",1
"('spin', '143032173', 'phone')",1
"('spin', '143035853', 'product')",1
"('spin', '143036204', 'product')",1
"('spin', '143046663', 'agree')",1
"('split', 'frn', '1699081623')",1
"('split', 'frn', '1699070795')",1
"('split', 'frn', '1699062961')",1
"('split', 'frn', '1699058593')",1
"('split', 'frn', '1699048312')",1
"('split', 'frn', '1699041172')",1
"('split', 'frn', '1699031690')",1
"('split', 'frn', '1699024744')",1
"('split', 'frn', '1699015699')",1
"('split', 'frn', '1699003289')",1
"('split', 'frn', '1699001259')",1
"('split', 'conduct', 'independent')",1
"('spin', 'number', '143048275')",1
"('spin', 'change', 'verizon')",1
"('spin', 'change', 'mci')",1
"('students', '565', 'enrolled')",1
"('students', 'entity', 'building')",1
"('special', 'construction', 'product')",1
"('tax', 'allotment', '4')",1
"('tecnológico', 'paec', 'de')",1
"('technology', 'act', 'funding')",1
"('technical', 'support', 'ineligible')",1
"('technical', 'community', 'college')",1
"('tdm', 'fiber', 'based')",1
"('taxes', 'associated', 'ineligibles')",1
"('tax', 'recovery', 'fee')",1
"('tax', 'allotment', '1')",1
"('support', 'voip', 'service')",1
"('tax', 'allotment', '0')",1
"('system', 'sis', 'hosting')",1
"('supports', 'self', 'provisioned')",1
"('supporting', 'vendor', 'documentation')",1
"('supporting', 'monthly', 'request')",1
"('supporting', 'monthly', 'charge')",1
"('supporting', 'local', 'long')",1
"('tecnológico', 'pueblo', 'city')",1
"('telcom', 'llc', 'product')",1
"('telecommunications', 'inc', 'product')",1
"('telecommunications', 'llc', 'added')",1
"('text', 'messaging', 'agree')",1
"('text', 'messaging', '5')",1
"('text', 'messaging', '400')",1
"('text', 'messaging', '227')",1
"('text', 'messaging', '200')",1
"('text', 'messaging', '0')",1
"('text', 'instant', 'messaging')",1
"('text', 'ineligible', 'product')",1
"('text', 'data', '4')",1
"('text', 'cost', 'stated')",1
"('text', 'amp', 'amp')",1
"('text', '5', 'lines')",1
"('term', 'option', 'two')",1
"('telephone', 'lines', 'line')",1
"('telephone', '11', '300')",1
"('supporting', 'current', 'funding')",1
"('support', 'requested', 'monthly')",1
"('students', 'located', 'site')",1
"('support', '2', '640')",1
"('support', 'charges', '927')",1
"('support', 'charges', '4')",1
"('support', 'cellular', 'service')",1
"('support', 'amount', '3')",1
"('support', '636', '75')",1
"('support', '466', '88')",1
"('support', '2', '800')",1
"('support', '1', '012')",1
"('support', 'requested', 'amount')",1
"('support', '1', '008')",1
"('sufficient', 'vendor', 'documentation')",1
"('substantially', 'different', 'products')",1
"('subsidized', 'smartphone', '535')",1
"('subscriber', 'line', 'dsl')",1
"('submit', 'bid', 'made')",1
"('subject', '20', 'phase')",1
"('support', 'dark', 'fiber')",1
"('support', 'dr2', 'frn')",1
"('support', 'dr3', 'applicant')",1
"('support', 'dr3', 'frn')",1
"('support', 'request', 'dr2')",1
"('support', 'request', '923')",1
"('support', 'product', 'requested')",1
"('support', 'pri', '1')",1
"('support', 'oc', '1')",1
"('support', 'mr2', 'frn')",1
"('support', 'mr1', 'new')",1
"('support', 'mr1', 'amount')",1
"('support', 'library', 'entity')",1
"('support', 'ineligible', 'product')",1
"('support', 'funding', '3')",1
"('support', 'frns', 'previously')",1
"('support', 'frn', 'amount')",1
"('support', 'frn', '1799098018')",1
"('support', 'eligible', 'monthly')",1
"('special', 'construction', 'solution')",1
"('special', 'construction', 'ethernet')",1
"('service', 'provider', '143048275')",1
"('service', 'voicemail', '2')",1
"('services', 'already', 'requested')",1
"('services', 'agree', 'applicant')",1
"('services', 'administrative', 'fee')",1
"('services', 'address', 'immediate')",1
"('services', '425', '76')",1
"('service', '“', 'although')",1
"('service', 'without', 'also')",1
"('service', 'voice', 'mail')",1
"('service', 'type', 'error')",1
"('service', 'voice', 'local')",1
"('service', 'voice', '250')",1
"('service', 'via', 'isdn')",1
"('service', 'verizon', 'wireless')",1
"('service', 'unsupported', 'charges')",1
"('service', 'unsubstantiated', 'cost')",1
"('service', 'type', 'since')",1
"('services', 'bidders', 'able')",1
"('services', 'bus', 'voice')",1
"('services', 'comm', 'mresc')",1
"('services', 'contractual', 'services')",1
"('services', 'include', 'extension')",1
"('services', 'however', 'referenced')",1
"('services', 'frn', 'denied')",1
"('services', 'frn', 'associated')",1
"('services', 'frn', '1799106572')",1
"('services', 'frn', '1799106496')",1
"('services', 'filed', 'funding')",1
"('services', 'equipment', '2')",1
"('services', 'entity', 'removed')",1
"('services', 'dr2', 'frn')",1
"('services', 'documentation', 'validate')",1
"('services', 'documentation', 'confirm')",1
"('services', 'dld', '132')",1
"('services', 'datapro', 'ineligible')",1
"('services', 'data', 'amp')",1
"('service', 'type', 'frn1799075817')",1
"('service', 'type', 'data')",1
"('services', 'ineligible', 'unless')",1
"('service', 'provider', 'penteledata')",1
"('service', 'providers', 'determine')",1
"('service', 'providers', 'awarded')",1
"('service', 'provider', 'velocity')",1
"('service', 'provider', 'v2')",1
"('service', 'provider', 'supporting')",1
"('service', 'provider', 'provide')",1
"('service', 'provider', 'plateau')",1
"('service', 'provider', 'must')",1
"('service', 'tv', 'service')",1
"('service', 'provider', 'mobile')",1
"('service', 'provider', 'however')",1
"('service', 'provider', 'cvin')",1
"('service', 'provider', 'cox')",1
"('service', 'provider', 'county')",1
"('service', 'provider', 'bny')",1
"('service', 'provider', 'additionally')",1
"('service', 'providers', 'performing')",1
"('service', 'providers', 'price')",1
"('service', 'providers', 'services')",1
"('service', 'rejected', '”')",1
"('service', 'time', 'warner')",1
"('service', 'therefore', 'frn')",1
"('service', 'text', 'messaging')",1
"('service', 'substantially', 'different')",1
"('service', 'state', 'date')",1
"('service', 'split', 'order')",1
"('service', 'services', 'requested')",1
"('service', 'service', 'frontier')",1
"('service', 'secondary', 'back')",1
"('service', 'router', 'equipment')",1
"('service', 'requests', 'section')",1
"('service', 'requested', 'frn')",1
"('service', 'requested', 'fcc')",1
"('service', 'request', '1')",1
"('service', 'removed', '4')",1
"('services', 'ineligible', 'service')",1
"('services', 'ineligible', 'use')",1
"('special', 'construction', 'dr2')",1
"('single', 'school', 'library')",1
"('sites', 'contains', 'significant')",1
"('site', 'excessive', 'cost')",1
"('site', 'according', 'documentation')",1
"('site', '2', '16036780')",1
"('sis', 'license', 'student')",1
"('sis', 'hosting', 'license')",1
"('single', 'school', 'per')",1
"('since', 'maintenance', 'operation')",1
"('shows', 'cost', 'prior')",1
"('since', 'high', 'meadows')",1
"('similarly', 'time', 'warner')",1
"('similar', 'documents', 'must')",1
"('similar', 'documents', 'applicant')",1
"('significant', 'information', 'addition')",1
"('signed', 'state', 'oregon')",1
"('signed', 'contract', 'service')",1
"('six', 'lines', 'agree')",1
"('smart', 'phone', 'connection')",1
"('smartphone', '535', '85')",1
"('smartphone', 'line', 'access')",1
"('special', 'construction', 'charges')",1
"('special', 'construction', 'cable')",1
"('special', 'construction', 'agree')",1
"('special', 'construction', '1699144818')",1
"('special', 'construction', '1699144647')",1
"('special', 'compliance', 'request')",1
"('special', 'b2b', '24')",1
"('sow', 'android', '5gb')",1
"('solutions', 'based', 'total')",1
"('solution', 'zayo', 'group')",1
"('solution', 'offered', 'zayo')",1
"('solution', 'furthermore', 'failed')",1
"('solution', 'dr2', 'products')",1
"('solicitation', 'process', '”')",1
"('solicit', 'proposals', 'lit')",1
"('signal', 'wireless', 'internet')",1
"('show', 'ineligibles', 'dr2')",1
"('services', 'information', 'needed')",1
"('services', 'products', 'requested')",1
"('services', 'requested', 'review')",1
"('services', 'requested', 'internal')",1
"('services', 'requested', 'discount')",1
"('services', 'requested', 'category')",1
"('services', 'requested', '3')",1
"('services', 'qwest', 'loyal')",1
"('services', 'program', 'rules')",1
"('services', 'one', 'line')",1
"('show', 'frn', '1699133227')",1
"('services', 'must', 'also')",1
"('services', 'mtm', 'services')",1
"('services', 'longer', 'covered')",1
"('services', 'long', 'distance')",1
"('services', 'local', 'long')",1
"('services', 'listed', 'fcc')",1
"('services', 'lee', 'virtual')",1
"('services', 'requested', 'show')",1
"('services', 'requested', 'validating')",1
"('services', 'requested', 'within')",1
"('services', 'selected', 'via')",1
"('share', 'value', 'iphone')",1
"('share', 'value', 'basic')",1
"('share', 'value', '3gb')",1
"('share', 'value', '300')",1
"('share', 'plan', '200')",1
"('share', 'option', '84')",1
"('share', 'ineligible', 'product')",1
"('share', 'data', 'plan')",1
"('several', 'times', 'applicant')",1
"('services', 'without', 'including')",1
"('services', 'viii', 'mi')",1
"('services', 'vendor', 'selection')",1
"('services', 'utilized', 'premise')",1
"('services', 'total', '100')",1
"('services', 'subject', '20')",1
"('text', 'messaging', 'eligible')",1
"('text', 'messaging', 'frn')",1
"('text', 'messaging', 'mr1')",1
"('w', 'rollover', 'data')",1
"('wan', 'indicator', 'frn')",1
"('waiting', 'ineligible', 'product')",1
"('waiting', 'id', 'cwida')",1
"('waiting', 'caller', 'id')",1
"('waiting', 'bus', 'call')",1
"('waiting', '13', '35')",1
"('w', 'vvm', '40')",1
"('w', 'rollervoer', 'data')",1
"('voip', '150', '00')",1
"('vvm', '40', '80')",1
"('vpn', 'ineligible', 'use')",1
"('vpn', 'ineligible', 'product')",1
"('voip', 'service', 'service')",1
"('voip', 'service', 'mr3')",1
"('voip', 'service', '150')",1
"('voip', 'service', '1')",1
"('warner', 'also', 'provided')",1
"('warner', 'provided', 'bid')",1
"('warranty', '1', '99')",1
"('warranty', 'fiber', 'ground')",1
"('wireless', 'cellco', 'partnership')",1
"('wireless', 'cell', 'data')",1
"('wire', 'protection', 'call')",1
"('wire', 'maintenance', 'caller')",1
"('windstream', 'service', 'provider')",1
"('windstream', 'awarded', 'full')",1
"('wifi', 'hotspot', 'ineligible')",1
"('wi', 'police', 'fire')",1
"('well', 'vendor', 'documentation')",1
"('well', 'quality', 'service')",1
"('well', 'addendum', 'issued')",1
"('weighted', 'factor', 'vendor')",1
"('website', 'www', 'azlibrary')",1
"('web', 'site', 'according')",1
"('web', '30', 'android')",1
"('voip', 'mr1', 'consultation')",1
"('voicemail', 'services', 'bus')",1
"('wireless', 'data', 'justified')",1
"('voice', '250', '00')",1
"('voice', 'local', 'service')",1
"('voice', 'lines', 'messaging')",1
"('voice', 'lines', 'agree')",1
"('voice', 'line', 'count')",1
"('voice', 'line', '20')",1
"('voice', 'interconnected', 'voip')",1
"('voice', 'frn', 'line')",1
"('virtual', 'instruction', 'program')",1
"('voicemail', 'recovery', 'fee')",1
"('virginia', 'llc', 'requested')",1
"('violation', 'msd', 'lawrence')",1
"('violated', '15', 'days')",1
"('viii', 'mi', 'llc')",1
"('viii', 'llc', 'charter')",1
"('video', 'messaging', 'text')",1
"('video', 'conferencing', 'services')",1
"('voice', 'long', 'distance')",1
"('voice', 'mail', 'caller')",1
"('voice', 'mail', 'tree')",1
"('voice', 'pots', '930')",1
"('voicemail', 'hardware', 'ineligible')",1
"('voicemail', '2', '562')",1
"('voicelocal', 'phone', 'service')",1
"('voice', 'without', 'data')",1
"('voice', 'voip', '150')",1
"('voice', 'services', 'program')",1
"('voice', 'services', 'one')",1
"('voice', 'services', 'dr2')",1
"('voice', 'service', 'via')",1
"('voice', 'service', 'request')",1
"('voice', 'service', '449')",1
"('voice', 'service', '415')",1
"('voice', 'service', '175')",1
"('voice', 'service', '170')",1
"('voice', 'pots', 'service')",1
"('wireless', 'cellular', 'phone')",1
"('wireless', 'data', 'plan')",1
"('text', 'messaging', 'services')",1
"('year', 'dr3', 'frn')",1
"('year', 'mr1', 'voice')",1
"('year', 'mr1', 'request')",1
"('year', 'mr1', 'recipients')",1
"('year', 'mr1', 'lines')",1
"('year', 'mr1', 'amount')",1
"('year', 'manufactures', 'warranty')",1
"('year', 'frn', '1699125717')",1
"('year', 'dr2', 'new')",1
"('worksheet', 'demonstrate', 'vendor')",1
"('year', 'dr2', 'fcc')",1
"('year', '2016', 'executed')",1
"('www', 'azlibrary', 'gov')",1
"('wrong', 'service', 'type')",1
"('written', 'years', 'ago')",1
"('written', 'contract', 'extension')",1
"('worksheet', 'usac', 'unable')",1
"('year', 'place', 'time')",1
"('year', 'renewals', 'therefore')",1
"('years', 'ago', 'included')",1
"('yes', 'self', 'provisioned')",1
"('”', 'thus', 'failed')",1
"('”', 'specifically', 'applicant')",1
"('”', 'asked', 'clarify')",1
"('”', 'adhere', 'criteria')",1
"('”', 'addition', 'stated')",1
"('“the', 'service', 'provider')",1
"('“the', 'rfp', 'written')",1
"('“proposals', 'received', 'time')",1
"('“or', 'equivalent”', 'describe')",1
"('“or', 'equivalent', '”')",1
"('“mini', 'bid”', 'service')",1
"('“long', 'distance', 'services')",1
"('“bids', 'applicants', 'cannot')",1
"('“', 'although', 'indicated')",1
"('yeshiva', 'chok', 'leyisroel')",1
"('worksheet', 'shows', 'cost')",1
"('work', 'concurrently', 'primary')",1
"('wireless', 'date', 'services')",1
"('within', 'frn', '17001375')",1
"('within', 'frn', '17004677')",1
"('within', 'frn', '17004435')",1
"('within', 'frn', '17003805')",1
"('within', 'frn', '17003608')",1
"('within', 'frn', '17003187')",1
"('within', 'frn', '17002244')",1
"('within', 'frn', '17002081')",1
"('within', 'frn', '17001304')",1
"('words', '“or', 'equivalent”')",1
"('within', 'frn', '17000596')",1
"('within', 'frn', '17000500')",1
"('within', 'frn', '17000450')",1
"('within', 'frn', '17000090')",1
"('within', 'frn', '1699123625')",1
"('within', 'frn', '16068510')",1
"('wireless', 'internet', 'access')",1
"('within', 'frn', '17005960')",1
"('within', 'frn', '17006604')",1
"('within', 'frn', '17007419')",1
"('within', 'frn', '17007477')",1
"('without', 'including', '“or')",1
"('without', 'including', 'words')",1
"('without', 'evaluation', 'sheet')",1
"('without', 'establishing', 'written')",1
"('without', 'data', 'text')",1
"('within', 'frn', 'yeshiva')",1
"('within', 'frn', 'home')",1
"('within', 'frn', 'eligible')",1
"('within', 'frn', 'dream')",1
"('within', 'frn', 'asked')",1
"('within', 'frn', '98515')",1
"('within', 'frn', '17012422')",1
"('within', 'frn', '17008378')",1
"('within', 'frn', '17008301')",1
"('within', 'frn', '17008041')",1
"('video', 'conference', 'ineligible')",1
"('vic3', '2fxs', 'ineligible')",1
"('vic2', '4fxo', 'vic3')",1
"('truconnect', 'interstate', 'diversity')",1
"('txt', '10gb', 'texting')",1
"('two', 'services', 'entity')",1
"('two', 'funding', 'secondary')",1
"('two', 'additional', 'one')",1
"('tv', 'service', 'associated')",1
"('trunking', 'trunk', 'remote')",1
"('trunk', 'remote', 'call')",1
"('trk', 'features', 'number')",1
"('total', 'eligible', 'nspl')",1
"('trk', 'features', 'ds1')",1
"('tree', '50', 'bx')",1
"('transmission', 'verizon', 'wireless')",1
"('trails', 'elem', 'school')",1
"('traffic', 'ineligible', 'service')",1
"('township', 'failed', 'respond')",1
"('totaling', '2', '800')",1
"('tyh', 'communication', 'inc')",1
"('type', 'data', 'internet')",1
"('type', 'error', 'must')",1
"('type', 'frn', '1799075802')",1
